# Time          2.6000E+02
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    1.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    2.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    3.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    4.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    5.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    6.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    7.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    8.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
    9.5000000E-01   -3.5148887E-01   -5.6873580E+00   -1.0374497E+01   -2.0721608E+00   -7.7434760E+00    5.3620288E+00    2.0068295E+00   -8.7926886E+00   -1.0238015E+00    2.4284703E+00   -9.3669738E+00    4.2864750E-02   -4.9913637E+00   -7.3239743E+01
