# Time          2.3000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    1.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    2.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    3.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    4.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    5.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    6.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    7.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    8.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
    9.5000000E-01    2.4466549E+01    2.0948440E+01    5.2133398E-01    8.1537765E-01    1.1781875E-02    5.8355749E-01    9.9880540E+00    1.6986104E+01    2.3575937E+00    9.4604895E+00    1.2055735E+01    9.0495823E-01    7.2897085E-02    8.2712719E-01
