# Time          1.3000E+02
# Units: Weight % Mineral
    Distance           Quartz           Albite           Dolomite-dis     Microcline       Pyrite           Fe(OH)3          Muscovite        Chamosite-7A     Illite           Kaolinite        Smectite-high    SiO2(am)         Calcite          POMC         
    5.0000000E-02    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    1.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    2.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    3.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    4.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    5.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    6.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    7.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    8.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
    9.5000000E-01    2.4274258E+01    2.0839822E+01    5.3167920E-01    9.8584185E-01    1.1689257E-02    5.7603663E-01    9.9095370E+00    1.6854022E+01    2.3390609E+00    9.2749221E+00    1.1961016E+01    7.8988330E-01    7.2364409E-02    1.5798676E+00
