# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0027059E-01    1.0027059E-01
    2.7000000E-01    1.0040048E-01    1.0040048E-01
    4.5000000E-01    1.0037655E-01    1.0037655E-01
    6.3000000E-01    1.0035005E-01    1.0035005E-01
    8.1000000E-01    1.0032463E-01    1.0032463E-01
    9.9000000E-01    1.0030122E-01    1.0030122E-01
    1.1700000E+00    1.0027992E-01    1.0027992E-01
    1.3500000E+00    1.0026066E-01    1.0026066E-01
    1.5300000E+00    1.0024337E-01    1.0024337E-01
    1.7100000E+00    1.0022798E-01    1.0022798E-01
    1.8900000E+00    1.0021433E-01    1.0021433E-01
    2.0700000E+00    1.0123738E-01    1.0123738E-01
    2.2500000E+00    1.0121571E-01    1.0121571E-01
    2.4300000E+00    1.0119617E-01    1.0119617E-01
    2.6100000E+00    1.0117788E-01    1.0117788E-01
    2.7900000E+00    1.0116074E-01    1.0116074E-01
    2.9700000E+00    1.0114468E-01    1.0114468E-01
    3.1500000E+00    1.0112961E-01    1.0112961E-01
    3.3300000E+00    1.0111546E-01    1.0111546E-01
    3.5100000E+00    1.0110217E-01    1.0110217E-01
    3.6900000E+00    1.0108966E-01    1.0108966E-01
    3.8700000E+00    1.0107789E-01    1.0107789E-01
    4.0500000E+00    1.0106679E-01    1.0106679E-01
    4.2300000E+00    1.0105633E-01    1.0105633E-01
    4.4100000E+00    1.0104645E-01    1.0104645E-01
    4.5900000E+00    1.0103712E-01    1.0103712E-01
    4.7700000E+00    1.0102831E-01    1.0102831E-01
    4.9500000E+00    1.0101997E-01    1.0101997E-01
    5.1300000E+00    1.0101209E-01    1.0101209E-01
    5.3100000E+00    1.0100462E-01    1.0100462E-01
    5.4900000E+00    1.0099756E-01    1.0099756E-01
    5.6700000E+00    1.0099087E-01    1.0099087E-01
    5.8500000E+00    1.0098453E-01    1.0098453E-01
    6.0300000E+00    1.0097853E-01    1.0097853E-01
    6.2100000E+00    1.0097285E-01    1.0097285E-01
    6.3900000E+00    1.0096748E-01    1.0096748E-01
    6.5700000E+00    1.0096239E-01    1.0096239E-01
    6.7500000E+00    1.0095757E-01    1.0095757E-01
    6.9300000E+00    1.0095302E-01    1.0095302E-01
    7.1100000E+00    1.0094873E-01    1.0094873E-01
    7.2900000E+00    1.0094468E-01    1.0094468E-01
    7.4700000E+00    1.0094086E-01    1.0094086E-01
    7.6500000E+00    1.0093728E-01    1.0093728E-01
    7.8300000E+00    1.0093392E-01    1.0093392E-01
