# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    8.0100000E+00    1.0093077E-01    1.0093077E-01
    8.1900000E+00    9.9834614E-02    9.9834614E-02
    8.3700000E+00    9.9829558E-02    9.9829558E-02
    8.5500000E+00    9.9825101E-02    9.9825101E-02
    8.7300000E+00    9.9821154E-02    9.9821154E-02
    8.9100000E+00    9.9817650E-02    9.9817650E-02
    9.0900000E+00    9.9814536E-02    9.9814536E-02
    9.2700000E+00    9.9811770E-02    9.9811770E-02
    9.4500000E+00    9.9809317E-02    9.9809317E-02
    9.6300000E+00    9.9807145E-02    9.9807145E-02
    9.8100000E+00    9.9805229E-02    9.9805229E-02
    9.9900000E+00    9.9803545E-02    9.9803545E-02
    1.0170000E+01    9.9802070E-02    9.9802070E-02
    1.0350000E+01    9.9800787E-02    9.9800787E-02
    1.0530000E+01    9.9799677E-02    9.9799677E-02
    1.0710000E+01    9.9798725E-02    9.9798725E-02
    1.0890000E+01    9.9797917E-02    9.9797917E-02
    1.1070000E+01    9.9797239E-02    9.9797239E-02
    1.1250000E+01    9.9796679E-02    9.9796679E-02
    1.1430000E+01    9.9796227E-02    9.9796227E-02
    1.1610000E+01    9.9795870E-02    9.9795870E-02
    1.1790000E+01    9.9795601E-02    9.9795601E-02
    1.1970000E+01    9.9795408E-02    9.9795408E-02
    1.2150000E+01    9.9795283E-02    9.9795283E-02
    1.2330000E+01    9.9795218E-02    9.9795218E-02
    1.2510000E+01    9.9013924E-02    9.9013924E-02
    1.2690000E+01    9.9013967E-02    9.9013967E-02
    1.2870000E+01    9.9013822E-02    9.9013822E-02
    1.3050000E+01    9.9013709E-02    9.9013709E-02
    1.3230000E+01    9.9013617E-02    9.9013617E-02
    1.3410000E+01    9.9013537E-02    9.9013537E-02
    1.3590000E+01    9.9013463E-02    9.9013463E-02
    1.3770000E+01    9.9013394E-02    9.9013394E-02
    1.3950000E+01    9.9013325E-02    9.9013325E-02
    1.4130000E+01    9.9013255E-02    9.9013255E-02
    1.4310000E+01    9.9013184E-02    9.9013184E-02
    1.4490000E+01    9.9013110E-02    9.9013110E-02
    1.4670000E+01    9.9013035E-02    9.9013035E-02
    1.4850000E+01    9.9012956E-02    9.9012956E-02
    1.5030000E+01    9.9012876E-02    9.9012876E-02
    1.5210000E+01    9.9012798E-02    9.9012798E-02
    1.5390000E+01    9.9012723E-02    9.9012723E-02
    1.5570000E+01    9.9012649E-02    9.9012649E-02
    1.5750000E+01    9.9012576E-02    9.9012576E-02
    1.5930000E+01    9.9012506E-02    9.9012506E-02
    1.6110000E+01    9.9012440E-02    9.9012440E-02
    1.6290000E+01    9.9012380E-02    9.9012380E-02
    1.6470000E+01    9.9012327E-02    9.9012327E-02
    1.6650000E+01    9.9012283E-02    9.9012283E-02
    1.6830000E+01    9.9012248E-02    9.9012248E-02
    1.7010000E+01    9.9012226E-02    9.9012226E-02
    1.7190000E+01    9.9012216E-02    9.9012216E-02
    1.7370000E+01    9.9012220E-02    9.9012220E-02
    1.7550000E+01    9.9012240E-02    9.9012240E-02
    1.7730000E+01    9.9012275E-02    9.9012275E-02
    1.7910000E+01    9.9012327E-02    9.9012327E-02
