# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    4.0845897E-02    2.0687524E-01    1.9000023E-04
    2.7000000E-01    4.2049829E-02    2.0118446E-01    1.9000070E-04
    4.5000000E-01    4.3335773E-02    1.9551585E-01    1.9000116E-04
    6.3000000E-01    4.4735490E-02    1.8983841E-01    1.9000161E-04
    8.1000000E-01    4.6255226E-02    1.8415089E-01    1.9000206E-04
    9.9000000E-01    4.7900394E-02    1.7845357E-01    1.9000251E-04
    1.1700000E+00    4.9676943E-02    1.7274680E-01    1.9000295E-04
    1.3500000E+00    5.1591385E-02    1.6703092E-01    1.9000338E-04
    1.5300000E+00    5.3650802E-02    1.6130620E-01    1.9000381E-04
    1.7100000E+00    5.5862849E-02    1.5557289E-01    1.9000423E-04
    1.8900000E+00    5.8235771E-02    1.4983119E-01    1.9000464E-04
    2.0700000E+00    6.0762270E-02    1.4411774E-01    1.9000505E-04
    2.2500000E+00    6.3261781E-02    1.3862381E-01    1.9000545E-04
    2.4300000E+00    6.5734710E-02    1.3332712E-01    1.9000584E-04
    2.6100000E+00    6.8178034E-02    1.2822935E-01    1.9000623E-04
    2.7900000E+00    7.0589573E-02    1.2333118E-01    1.9000661E-04
    2.9700000E+00    7.2967140E-02    1.1863316E-01    1.9000698E-04
    3.1500000E+00    7.5308471E-02    1.1413580E-01    1.9000735E-04
    3.3300000E+00    7.7611203E-02    1.0983960E-01    1.9000771E-04
    3.5100000E+00    7.9872863E-02    1.0574502E-01    1.9000807E-04
    3.6900000E+00    8.2090856E-02    1.0185251E-01    1.9000842E-04
    3.8700000E+00    8.4262455E-02    9.8162519E-02    1.9000876E-04
    4.0500000E+00    8.6384790E-02    9.4675461E-02    1.9000910E-04
    4.2300000E+00    8.8454834E-02    9.1391760E-02    1.9000943E-04
    4.4100000E+00    9.0469394E-02    8.8311832E-02    1.9000976E-04
    4.5900000E+00    9.2425096E-02    8.5436089E-02    1.9001008E-04
    4.7700000E+00    9.4318376E-02    8.2764943E-02    1.9001039E-04
    4.9500000E+00    9.6145461E-02    8.0298806E-02    1.9001070E-04
    5.1300000E+00    9.7902363E-02    7.8038092E-02    1.9001100E-04
    5.3100000E+00    9.9584858E-02    7.5983223E-02    1.9001129E-04
    5.4900000E+00    1.0118847E-01    7.4134621E-02    1.9001158E-04
    5.6700000E+00    1.0270847E-01    7.2492719E-02    1.9001187E-04
    5.8500000E+00    1.0413983E-01    7.1057954E-02    1.9001215E-04
    6.0300000E+00    1.0547725E-01    6.9830772E-02    1.9001242E-04
    6.2100000E+00    1.0671508E-01    6.8811628E-02    1.9001268E-04
    6.3900000E+00    1.0784737E-01    6.8000982E-02    1.9001294E-04
    6.5700000E+00    1.0886780E-01    6.7399303E-02    1.9001320E-04
    6.7500000E+00    1.0976968E-01    6.7007067E-02    1.9001345E-04
    6.9300000E+00    1.1054593E-01    6.6824751E-02    1.9001369E-04
    7.1100000E+00    1.1118906E-01    6.6852840E-02    1.9001392E-04
    7.2900000E+00    1.1169114E-01    6.7091817E-02    1.9001416E-04
    7.4700000E+00    1.1204378E-01    6.7542166E-02    1.9001438E-04
    7.6500000E+00    1.1223810E-01    6.8204366E-02    1.9001460E-04
    7.8300000E+00    1.1226473E-01    6.9078894E-02    1.9001481E-04
    8.0100000E+00    1.1211373E-01    7.0166218E-02    1.9001502E-04
    8.1900000E+00    1.1177216E-01    7.1476381E-02    1.9001523E-04
    8.3700000E+00    1.1140729E-01    7.2832358E-02    1.9001543E-04
    8.5500000E+00    1.1104586E-01    7.4198686E-02    1.9001562E-04
    8.7300000E+00    1.1069141E-01    7.5571669E-02    1.9001581E-04
    8.9100000E+00    1.1034454E-01    7.6950795E-02    1.9001599E-04
    9.0900000E+00    1.1000543E-01    7.8336004E-02    1.9001617E-04
    9.2700000E+00    1.0967424E-01    7.9727296E-02    1.9001634E-04
    9.4500000E+00    1.0935112E-01    8.1124683E-02    1.9001651E-04
    9.6300000E+00    1.0903625E-01    8.2528176E-02    1.9001667E-04
    9.8100000E+00    1.0872983E-01    8.3937786E-02    1.9001683E-04
    9.9900000E+00    1.0843208E-01    8.5353527E-02    1.9001698E-04
    1.0170000E+01    1.0814325E-01    8.6775409E-02    1.9001713E-04
    1.0350000E+01    1.0786359E-01    8.8203446E-02    1.9001727E-04
    1.0530000E+01    1.0759340E-01    8.9637650E-02    1.9001740E-04
    1.0710000E+01    1.0733298E-01    9.1078033E-02    1.9001754E-04
    1.0890000E+01    1.0708268E-01    9.2524609E-02    1.9001766E-04
    1.1070000E+01    1.0684286E-01    9.3977389E-02    1.9001778E-04
    1.1250000E+01    1.0661391E-01    9.5436386E-02    1.9001790E-04
    1.1430000E+01    1.0639626E-01    9.6901614E-02    1.9001801E-04
    1.1610000E+01    1.0619034E-01    9.8373086E-02    1.9001811E-04
    1.1790000E+01    1.0599664E-01    9.9850813E-02    1.9001821E-04
    1.1970000E+01    1.0581568E-01    1.0133481E-01    1.9001831E-04
    1.2150000E+01    1.0564800E-01    1.0282509E-01    1.9001840E-04
    1.2330000E+01    1.0549419E-01    1.0432166E-01    1.9001849E-04
    1.2510000E+01    1.0535412E-01    1.0583246E-01    1.9001857E-04
    1.2690000E+01    1.0521568E-01    1.0729359E-01    1.9001865E-04
    1.2870000E+01    1.0507960E-01    1.0869727E-01    1.9001872E-04
    1.3050000E+01    1.0494595E-01    1.1004362E-01    1.9001879E-04
    1.3230000E+01    1.0481480E-01    1.1133281E-01    1.9001886E-04
    1.3410000E+01    1.0468625E-01    1.1256509E-01    1.9001893E-04
