# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.8744025E+00   -5.8646798E+00   -3.9999999E+00   -4.4926482E+00   -4.6921639E+00   -4.7413610E+00   -7.4027063E+00   -4.2574131E+00   -2.6895847E+00   -3.4641611E+00   -6.4486946E+00   -7.2076999E+00   -1.4456563E+01   -1.4000000E+01   -1.4000003E+01   -4.8751791E+00   -1.4000000E+01   -3.2691729E+00   -3.0000000E+01   -3.2485811E+00   -7.1276442E+00   -8.3565380E+00   -6.9350802E+00   -1.0862954E+01   -1.0819710E+01   -1.9087665E+01   -2.6849829E+01   -8.5808927E+00   -7.8068887E+00   -1.0230462E+01   -1.2103065E+01   -7.7759798E+00   -1.1668627E+01   -7.4933963E+00
    2.7000000E-01    5.9492644E+00   -5.9383057E+00   -3.9999999E+00   -4.2496522E+00   -4.4333098E+00   -4.4353165E+00   -7.9119808E+00   -4.0098530E+00   -2.6970717E+00   -3.4642240E+00   -6.4487060E+00   -7.2463856E+00   -1.4747272E+01   -1.4000000E+01   -1.4000003E+01   -4.6189951E+00   -1.4000000E+01   -3.2650689E+00   -3.0000000E+01   -3.1798692E+00   -7.4970342E+00   -8.5762041E+00   -7.3753810E+00   -1.0830620E+01   -1.1041445E+01   -1.9136842E+01   -2.7155690E+01   -8.5046968E+00   -7.6593637E+00   -1.0132078E+01   -1.2261364E+01   -7.7511204E+00   -1.1283382E+01   -7.1843497E+00
    4.5000000E-01    6.0103070E+00   -5.9983518E+00   -3.9999999E+00   -4.1118180E+00   -4.2870344E+00   -4.2461253E+00   -8.2585979E+00   -3.8845989E+00   -2.7043480E+00   -3.4642858E+00   -6.4487163E+00   -7.3460977E+00   -1.4921318E+01   -1.4000000E+01   -1.4000002E+01   -4.4766793E+00   -1.4000000E+01   -3.2610033E+00   -3.0000000E+01   -3.1250157E+00   -7.7294936E+00   -8.6865784E+00   -7.6656755E+00   -1.0872399E+01   -1.1159169E+01   -1.9245067E+01   -2.7341980E+01   -8.4425699E+00   -7.5402600E+00   -1.0121167E+01   -1.2328517E+01   -7.8001644E+00   -1.1030728E+01   -6.9938252E+00
    6.3000000E-01    6.0619925E+00   -6.0491937E+00   -3.9999999E+00   -4.0177397E+00   -4.1839180E+00   -4.1181496E+00   -8.5273850E+00   -3.8076367E+00   -2.7114590E+00   -3.4643469E+00   -6.4487260E+00   -7.4510201E+00   -1.5068763E+01   -1.4000000E+01   -1.4000002E+01   -4.3771463E+00   -1.4000000E+01   -3.2569755E+00   -3.0000000E+01   -3.0795140E+00   -7.9016186E+00   -8.7553323E+00   -7.8867544E+00   -1.0928277E+01   -1.1258906E+01   -1.9357237E+01   -2.7499813E+01   -8.3899599E+00   -7.4403411E+00   -1.0133387E+01   -1.2386401E+01   -7.8631429E+00   -1.0840379E+01   -6.8560890E+00
    8.1000000E-01    6.1069684E+00   -6.0934325E+00   -3.9999999E+00   -3.9474057E+00   -4.1033636E+00   -4.0259482E+00   -8.7489291E+00   -3.7562450E+00   -2.7184380E+00   -3.4644075E+00   -6.4487350E+00   -7.5458786E+00   -1.5197051E+01   -1.4000000E+01   -1.4000001E+01   -4.2996517E+00   -1.4000000E+01   -3.2529846E+00   -3.0000000E+01   -3.0407017E+00   -8.0390714E+00   -8.8028333E+00   -8.0667839E+00   -1.0980474E+01   -1.1345679E+01   -1.9458458E+01   -2.7637194E+01   -8.3441712E+00   -7.3541539E+00   -1.0148392E+01   -1.2437566E+01   -7.9223091E+00   -1.0687062E+01   -6.7485636E+00
    9.9000000E-01    6.1469182E+00   -6.1327244E+00   -3.9999999E+00   -3.8918414E+00   -4.0369174E+00   -3.9559969E+00   -8.9377550E+00   -3.7204799E+00   -2.7253114E+00   -3.4644676E+00   -6.4487436E+00   -7.6293396E+00   -1.5310970E+01   -1.4000000E+01   -1.4000001E+01   -4.2357909E+00   -1.4000000E+01   -3.2490301E+00   -3.0000000E+01   -3.0068936E+00   -8.1532260E+00   -8.8370883E+00   -8.2187378E+00   -1.1026056E+01   -1.1422725E+01   -1.9547621E+01   -2.7759241E+01   -8.3034922E+00   -7.2782454E+00   -1.0161620E+01   -1.2483678E+01   -7.9747547E+00   -1.0558462E+01   -6.6606450E+00
    1.1700000E+00    6.1829745E+00   -6.1681849E+00   -3.9999999E+00   -3.8462802E+00   -3.9803189E+00   -3.9006073E+00   -9.1022006E+00   -3.6951137E+00   -2.7321003E+00   -3.4645273E+00   -6.4487518E+00   -7.7035060E+00   -1.5413761E+01   -1.4000000E+01   -1.4000001E+01   -4.1813866E+00   -1.4000000E+01   -3.2451113E+00   -3.0000000E+01   -2.9769601E+00   -8.2502928E+00   -8.8620425E+00   -8.3499053E+00   -1.1066045E+01   -1.1492239E+01   -1.9626972E+01   -2.7869404E+01   -8.2667723E+00   -7.2103001E+00   -1.0172999E+01   -1.2525870E+01   -8.0215242E+00   -1.0447568E+01   -6.5864736E+00
    1.3500000E+00    6.2159319E+00   -6.2005966E+00   -3.9999999E+00   -3.8079042E+00   -3.9310708E+00   -3.8552045E+00   -9.2476906E+00   -3.6770808E+00   -2.7388223E+00   -3.4645867E+00   -6.4487597E+00   -7.7704950E+00   -1.5507704E+01   -1.4000000E+01   -1.4000001E+01   -4.1340202E+00   -1.4000000E+01   -3.2412275E+00   -3.0000000E+01   -2.9501119E+00   -8.3342020E+00   -8.8800370E+00   -8.4649744E+00   -1.1101802E+01   -1.1555761E+01   -1.9698725E+01   -2.7970108E+01   -8.2332045E+00   -7.1486970E+00   -1.0183124E+01   -1.2564945E+01   -8.0639937E+00   -1.0349991E+01   -6.5224662E+00
    1.5300000E+00    6.2463676E+00   -6.2305284E+00   -3.9999999E+00   -3.7749171E+00   -3.8875463E+00   -3.8169508E+00   -9.3780075E+00   -3.6644418E+00   -2.7454921E+00   -3.4646458E+00   -6.4487673E+00   -7.8318583E+00   -1.5594455E+01   -1.4000000E+01   -1.4000001E+01   -4.0921296E+00   -1.4000000E+01   -3.2373778E+00   -3.0000000E+01   -2.9257775E+00   -8.4076498E+00   -8.8926134E+00   -8.5671920E+00   -1.1134325E+01   -1.1614412E+01   -1.9764503E+01   -2.8063111E+01   -8.2022026E+00   -7.0922609E+00   -1.0192442E+01   -1.2601488E+01   -8.1031787E+00   -1.0262793E+01   -6.4662733E+00
    1.7100000E+00    6.2747139E+00   -6.2584059E+00   -3.9999999E+00   -3.7461070E+00   -3.8486083E+00   -3.7840173E+00   -9.4959167E+00   -3.6558973E+00   -2.7521225E+00   -3.4647047E+00   -6.4487747E+00   -7.8886916E+00   -1.5675253E+01   -1.4000000E+01   -1.4000000E+01   -4.0546273E+00   -1.4000000E+01   -3.2335375E+00   -3.0000000E+01   -2.9035307E+00   -8.4725887E+00   -8.9008597E+00   -8.6589226E+00   -1.1164300E+01   -1.1669032E+01   -1.9825455E+01   -2.8149732E+01   -8.1733277E+00   -7.0401132E+00   -1.0201223E+01   -1.2635939E+01   -8.1397754E+00   -1.0183913E+01   -6.4162699E+00
