# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8379114E-12    1.1985472E-05
    2.7000000E-01    1.8450832E-12    1.8822748E-05
    4.5000000E-01    1.8522556E-12    2.3534665E-05
    6.3000000E-01    1.8594282E-12    2.5981053E-05
    8.1000000E-01    1.8666008E-12    2.6762905E-05
    9.9000000E-01    1.8737732E-12    2.6630576E-05
    1.1700000E+00    1.8809453E-12    2.6148539E-05
    1.3500000E+00    1.8881168E-12    2.5626474E-05
    1.5300000E+00    1.8952878E-12    2.5185266E-05
    1.7100000E+00    1.9024587E-12    2.4846430E-05
    1.8900000E+00    1.9100998E-12    2.4593663E-05
    2.0700000E+00    2.3482579E-12    2.2126858E-05
    2.2500000E+00    2.7863525E-12    2.1329567E-05
    2.4300000E+00    3.2243852E-12    2.1049332E-05
    2.6100000E+00    3.6623562E-12    2.0924304E-05
    2.7900000E+00    4.1002657E-12    2.0849070E-05
    2.9700000E+00    4.5381139E-12    2.0793804E-05
    3.1500000E+00    4.9759009E-12    2.0749485E-05
    3.3300000E+00    5.4136267E-12    2.0712691E-05
    3.5100000E+00    5.8512914E-12    2.0681635E-05
    3.6900000E+00    6.2888951E-12    2.0655134E-05
    3.8700000E+00    6.7264380E-12    2.0632322E-05
    4.0500000E+00    7.1639200E-12    2.0612537E-05
    4.2300000E+00    7.6013413E-12    2.0595260E-05
    4.4100000E+00    8.0387018E-12    2.0580080E-05
    4.5900000E+00    8.4760016E-12    2.0566667E-05
    4.7700000E+00    8.9132408E-12    2.0554755E-05
    4.9500000E+00    9.3504194E-12    2.0544126E-05
    5.1300000E+00    9.7875374E-12    2.0534599E-05
    5.3100000E+00    1.0224595E-11    2.0526025E-05
    5.4900000E+00    1.0661592E-11    2.0518281E-05
    5.6700000E+00    1.1098528E-11    2.0511260E-05
    5.8500000E+00    1.1535404E-11    2.0504873E-05
    6.0300000E+00    1.1972220E-11    2.0499046E-05
    6.2100000E+00    1.2408975E-11    2.0493713E-05
    6.3900000E+00    1.2845669E-11    2.0488818E-05
    6.5700000E+00    1.3282303E-11    2.0484315E-05
    6.7500000E+00    1.3718877E-11    2.0480160E-05
    6.9300000E+00    1.4155390E-11    2.0476317E-05
    7.1100000E+00    1.4591843E-11    2.0472756E-05
    7.2900000E+00    1.5028235E-11    2.0469448E-05
    7.4700000E+00    1.5464567E-11    2.0466368E-05
    7.6500000E+00    1.5900839E-11    2.0463495E-05
    7.8300000E+00    1.6337049E-11    2.0460809E-05
    8.0100000E+00    1.6772727E-11    2.0458381E-05
    8.1900000E+00    1.6778847E-11    2.2195259E-05
    8.3700000E+00    1.6784959E-11    2.2276818E-05
    8.5500000E+00    1.6791069E-11    2.2278299E-05
    8.7300000E+00    1.6797179E-11    2.2276182E-05
    8.9100000E+00    1.6803288E-11    2.2274022E-05
    9.0900000E+00    1.6809397E-11    2.2271968E-05
    9.2700000E+00    1.6815504E-11    2.2270019E-05
    9.4500000E+00    1.6821611E-11    2.2268166E-05
    9.6300000E+00    1.6827716E-11    2.2266403E-05
    9.8100000E+00    1.6833821E-11    2.2264722E-05
    9.9900000E+00    1.6839925E-11    2.2263116E-05
    1.0170000E+01    1.6846028E-11    2.2261579E-05
    1.0350000E+01    1.6852130E-11    2.2260107E-05
    1.0530000E+01    1.6858231E-11    2.2258693E-05
    1.0710000E+01    1.6864331E-11    2.2257332E-05
    1.0890000E+01    1.6870429E-11    2.2256021E-05
    1.1070000E+01    1.6876527E-11    2.2254755E-05
    1.1250000E+01    1.6882624E-11    2.2253530E-05
    1.1430000E+01    1.6888720E-11    2.2252341E-05
    1.1610000E+01    1.6894815E-11    2.2251186E-05
    1.1790000E+01    1.6900909E-11    2.2250059E-05
    1.1970000E+01    1.6907002E-11    2.2248959E-05
    1.2150000E+01    1.6913094E-11    2.2247880E-05
    1.2330000E+01    1.6919185E-11    2.2247353E-05
    1.2510000E+01    1.6925292E-11    4.5208539E-05
    1.2690000E+01    1.6931426E-11    4.5715344E-05
    1.2870000E+01    1.6937595E-11    4.5724633E-05
    1.3050000E+01    1.6943799E-11    4.5723155E-05
    1.3230000E+01    1.6950037E-11    4.5721496E-05
    1.3410000E+01    1.6956311E-11    4.5719881E-05
    1.3590000E+01    1.6962621E-11    4.5718312E-05
    1.3770000E+01    1.6968965E-11    4.5716790E-05
    1.3950000E+01    1.6975346E-11    4.5715314E-05
    1.4130000E+01    1.6981763E-11    4.5713883E-05
    1.4310000E+01    1.6988216E-11    4.5712496E-05
    1.4490000E+01    1.6994705E-11    4.5711153E-05
    1.4670000E+01    1.7001231E-11    4.5709852E-05
    1.4850000E+01    1.7007794E-11    4.5708593E-05
    1.5030000E+01    1.7014394E-11    4.5707374E-05
    1.5210000E+01    1.7021032E-11    4.5706195E-05
    1.5390000E+01    1.7027706E-11    4.5705054E-05
    1.5570000E+01    1.7034419E-11    4.5703949E-05
    1.5750000E+01    1.7041169E-11    4.5702881E-05
    1.5930000E+01    1.7047958E-11    4.5701846E-05
    1.6110000E+01    1.7054784E-11    4.5700843E-05
    1.6290000E+01    1.7061649E-11    4.5699871E-05
    1.6470000E+01    1.7068552E-11    4.5698927E-05
    1.6650000E+01    1.7075493E-11    4.5698009E-05
    1.6830000E+01    1.7082473E-11    4.5697115E-05
    1.7010000E+01    1.7089491E-11    4.5696243E-05
    1.7190000E+01    1.7096547E-11    4.5695388E-05
    1.7370000E+01    1.7103642E-11    4.5694549E-05
    1.7550000E+01    1.7110776E-11    4.5693721E-05
    1.7730000E+01    1.7117947E-11    4.5692901E-05
    1.7910000E+01    1.7125149E-11    4.5692084E-05
