# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0030069E-01    1.0030069E-01
    2.7000000E-01    1.0035230E-01    1.0035230E-01
    4.5000000E-01    1.0030745E-01    1.0030745E-01
    6.3000000E-01    1.0026634E-01    1.0026634E-01
    8.1000000E-01    1.0023013E-01    1.0023013E-01
    9.9000000E-01    1.0019855E-01    1.0019855E-01
    1.1700000E+00    1.0017115E-01    1.0017115E-01
    1.3500000E+00    1.0014737E-01    1.0014737E-01
    1.5300000E+00    1.0012670E-01    1.0012670E-01
    1.7100000E+00    1.0010876E-01    1.0010876E-01
    1.8900000E+00    1.0009318E-01    1.0009318E-01
    2.0700000E+00    1.0108849E-01    1.0108849E-01
    2.2500000E+00    1.0107275E-01    1.0107275E-01
    2.4300000E+00    1.0105983E-01    1.0105983E-01
    2.6100000E+00    1.0104908E-01    1.0104908E-01
    2.7900000E+00    1.0104009E-01    1.0104009E-01
    2.9700000E+00    1.0103256E-01    1.0103256E-01
    3.1500000E+00    1.0102623E-01    1.0102623E-01
    3.3300000E+00    1.0102090E-01    1.0102090E-01
    3.5100000E+00    1.0101640E-01    1.0101640E-01
    3.6900000E+00    1.0101261E-01    1.0101261E-01
    3.8700000E+00    1.0100942E-01    1.0100942E-01
    4.0500000E+00    1.0100674E-01    1.0100674E-01
    4.2300000E+00    1.0100449E-01    1.0100449E-01
    4.4100000E+00    1.0100261E-01    1.0100261E-01
    4.5900000E+00    1.0100105E-01    1.0100105E-01
    4.7700000E+00    1.0099977E-01    1.0099977E-01
    4.9500000E+00    1.0099874E-01    1.0099874E-01
    5.1300000E+00    1.0099791E-01    1.0099791E-01
    5.3100000E+00    1.0099727E-01    1.0099727E-01
    5.4900000E+00    1.0099678E-01    1.0099678E-01
    5.6700000E+00    1.0099644E-01    1.0099644E-01
    5.8500000E+00    1.0099622E-01    1.0099622E-01
    6.0300000E+00    1.0099611E-01    1.0099611E-01
    6.2100000E+00    1.0099610E-01    1.0099610E-01
