# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    2.2997563E-02    2.0999712E-01    1.9000015E-04
    2.7000000E-01    2.2892336E-02    2.0999136E-01    1.9000047E-04
    4.5000000E-01    2.2787748E-02    2.0998554E-01    1.9000078E-04
    6.3000000E-01    2.2681531E-02    2.0997964E-01    1.9000110E-04
    8.1000000E-01    2.2574992E-02    2.0997366E-01    1.9000141E-04
    9.9000000E-01    2.2468861E-02    2.0996761E-01    1.9000171E-04
    1.1700000E+00    2.2363287E-02    2.0996148E-01    1.9000201E-04
    1.3500000E+00    2.2258054E-02    2.0995528E-01    1.9000231E-04
    1.5300000E+00    2.2152662E-02    2.0994901E-01    1.9000261E-04
    1.7100000E+00    2.2046296E-02    2.0994268E-01    1.9000290E-04
    1.8900000E+00    2.1937731E-02    2.0993627E-01    1.9000319E-04
    2.0700000E+00    2.1825971E-02    2.0992985E-01    1.9000347E-04
    2.2500000E+00    2.1717323E-02    2.0992340E-01    1.9000375E-04
    2.4300000E+00    2.1610585E-02    2.0991689E-01    1.9000403E-04
    2.6100000E+00    2.1505673E-02    2.0991032E-01    1.9000430E-04
    2.7900000E+00    2.1402517E-02    2.0990368E-01    1.9000456E-04
    2.9700000E+00    2.1301047E-02    2.0989697E-01    1.9000483E-04
    3.1500000E+00    2.1201197E-02    2.0989020E-01    1.9000509E-04
    3.3300000E+00    2.1102903E-02    2.0988335E-01    1.9000534E-04
    3.5100000E+00    2.1006104E-02    2.0987644E-01    1.9000559E-04
    3.6900000E+00    2.0910741E-02    2.0986946E-01    1.9000584E-04
    3.8700000E+00    2.0816761E-02    2.0986241E-01    1.9000608E-04
    4.0500000E+00    2.0724111E-02    2.0985528E-01    1.9000632E-04
    4.2300000E+00    2.0632743E-02    2.0984808E-01    1.9000656E-04
    4.4100000E+00    2.0542610E-02    2.0984080E-01    1.9000679E-04
    4.5900000E+00    2.0453670E-02    2.0983345E-01    1.9000702E-04
    4.7700000E+00    2.0365880E-02    2.0982602E-01    1.9000725E-04
    4.9500000E+00    2.0279202E-02    2.0981850E-01    1.9000747E-04
    5.1300000E+00    2.0193598E-02    2.0981091E-01    1.9000769E-04
    5.3100000E+00    2.0109034E-02    2.0980323E-01    1.9000791E-04
    5.4900000E+00    2.0025476E-02    2.0979547E-01    1.9000812E-04
    5.6700000E+00    1.9942891E-02    2.0978763E-01    1.9000833E-04
    5.8500000E+00    1.9861248E-02    2.0977970E-01    1.9000854E-04
    6.0300000E+00    1.9780519E-02    2.0977168E-01    1.9000874E-04
    6.2100000E+00    1.9700674E-02    2.0976357E-01    1.9000894E-04
    6.3900000E+00    1.9621684E-02    2.0975536E-01    1.9000913E-04
    6.5700000E+00    1.9543522E-02    2.0974707E-01    1.9000932E-04
    6.7500000E+00    1.9466159E-02    2.0973868E-01    1.9000951E-04
    6.9300000E+00    1.9389564E-02    2.0973019E-01    1.9000970E-04
    7.1100000E+00    1.9313705E-02    2.0972161E-01    1.9000988E-04
    7.2900000E+00    1.9238546E-02    2.0971293E-01    1.9001006E-04
    7.4700000E+00    1.9164044E-02    2.0970415E-01    1.9001023E-04
    7.6500000E+00    1.9090146E-02    2.0969527E-01    1.9001040E-04
    7.8300000E+00    1.9016785E-02    2.0968628E-01    1.9001057E-04
    8.0100000E+00    1.8943869E-02    2.0967719E-01    1.9001073E-04
    8.1900000E+00    1.8870765E-02    2.0966793E-01    1.9001089E-04
    8.3700000E+00    1.8798040E-02    2.0965850E-01    1.9001105E-04
    8.5500000E+00    1.8726021E-02    2.0964895E-01    1.9001121E-04
    8.7300000E+00    1.8654692E-02    2.0963929E-01    1.9001136E-04
    8.9100000E+00    1.8584035E-02    2.0962951E-01    1.9001151E-04
    9.0900000E+00    1.8514038E-02    2.0961962E-01    1.9001166E-04
    9.2700000E+00    1.8444686E-02    2.0960961E-01    1.9001180E-04
    9.4500000E+00    1.8375970E-02    2.0959948E-01    1.9001194E-04
    9.6300000E+00    1.8307880E-02    2.0958924E-01    1.9001207E-04
    9.8100000E+00    1.8240412E-02    2.0957886E-01    1.9001221E-04
    9.9900000E+00    1.8173566E-02    2.0956837E-01    1.9001233E-04
    1.0170000E+01    1.8107346E-02    2.0955775E-01    1.9001246E-04
    1.0350000E+01    1.8041771E-02    2.0954700E-01    1.9001258E-04
    1.0530000E+01    1.7976869E-02    2.0953611E-01    1.9001270E-04
    1.0710000E+01    1.7912695E-02    2.0952510E-01    1.9001281E-04
    1.0890000E+01    1.7849332E-02    2.0951396E-01    1.9001292E-04
    1.1070000E+01    1.7786909E-02    2.0950267E-01    1.9001303E-04
    1.1250000E+01    1.7725620E-02    2.0949125E-01    1.9001313E-04
    1.1430000E+01    1.7665759E-02    2.0947969E-01    1.9001323E-04
    1.1610000E+01    1.7607762E-02    2.0946799E-01    1.9001332E-04
    1.1790000E+01    1.7552276E-02    2.0945614E-01    1.9001341E-04
    1.1970000E+01    1.7500261E-02    2.0944415E-01    1.9001350E-04
    1.2150000E+01    1.7453132E-02    2.0943200E-01    1.9001358E-04
    1.2330000E+01    1.7412984E-02    2.0941971E-01    1.9001366E-04
    1.2510000E+01    1.7382708E-02    2.0940719E-01    1.9001374E-04
    1.2690000E+01    1.7352476E-02    2.0939488E-01    1.9001381E-04
    1.2870000E+01    1.7322406E-02    2.0938290E-01    1.9001389E-04
    1.3050000E+01    1.7292477E-02    2.0937125E-01    1.9001396E-04
    1.3230000E+01    1.7262676E-02    2.0935993E-01    1.9001402E-04
    1.3410000E+01    1.7232997E-02    2.0934895E-01    1.9001409E-04
    1.3590000E+01    1.7203434E-02    2.0933832E-01    1.9001415E-04
    1.3770000E+01    1.7173986E-02    2.0932805E-01    1.9001422E-04
    1.3950000E+01    1.7144651E-02    2.0931813E-01    1.9001428E-04
    1.4130000E+01    1.7115426E-02    2.0930858E-01    1.9001433E-04
    1.4310000E+01    1.7086311E-02    2.0929939E-01    1.9001439E-04
    1.4490000E+01    1.7057305E-02    2.0929058E-01    1.9001444E-04
    1.4670000E+01    1.7028408E-02    2.0928215E-01    1.9001449E-04
    1.4850000E+01    1.6999622E-02    2.0927411E-01    1.9001454E-04
    1.5030000E+01    1.6970949E-02    2.0926646E-01    1.9001459E-04
    1.5210000E+01    1.6942391E-02    2.0925921E-01    1.9001463E-04
    1.5390000E+01    1.6913957E-02    2.0925236E-01    1.9001467E-04
    1.5570000E+01    1.6885656E-02    2.0924593E-01    1.9001471E-04
    1.5750000E+01    1.6857504E-02    2.0923990E-01    1.9001475E-04
    1.5930000E+01    1.6829525E-02    2.0923431E-01    1.9001478E-04
    1.6110000E+01    1.6801755E-02    2.0922914E-01    1.9001481E-04
    1.6290000E+01    1.6774247E-02    2.0922440E-01    1.9001484E-04
    1.6470000E+01    1.6747082E-02    2.0922011E-01    1.9001486E-04
    1.6650000E+01    1.6720382E-02    2.0921627E-01    1.9001489E-04
    1.6830000E+01    1.6694333E-02    2.0921288E-01    1.9001491E-04
    1.7010000E+01    1.6669207E-02    2.0920996E-01    1.9001492E-04
    1.7190000E+01    1.6645411E-02    2.0920750E-01    1.9001494E-04
    1.7370000E+01    1.6623541E-02    2.0920553E-01    1.9001495E-04
    1.7550000E+01    1.6604482E-02    2.0920403E-01    1.9001496E-04
    1.7730000E+01    1.6589540E-02    2.0920303E-01    1.9001497E-04
    1.7910000E+01    1.6580644E-02    2.0920252E-01    1.9001497E-04
