# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    1.2965612E-02    2.0689837E-01    1.9000021E-04
    2.7000000E-01    1.4472779E-02    2.0118753E-01    1.9000064E-04
    4.5000000E-01    1.6068643E-02    1.9549256E-01    1.9000107E-04
    6.3000000E-01    1.7777830E-02    1.8978980E-01    1.9000149E-04
    8.1000000E-01    1.9605260E-02    1.8407882E-01    1.9000191E-04
    9.9000000E-01    2.1555679E-02    1.7836003E-01    1.9000232E-04
    1.1700000E+00    2.3634438E-02    1.7263377E-01    1.9000273E-04
    1.3500000E+00    2.5847433E-02    1.6690030E-01    1.9000313E-04
    1.5300000E+00    2.8201051E-02    1.6115985E-01    1.9000353E-04
    1.7100000E+00    3.0702160E-02    1.5541255E-01    1.9000392E-04
    1.8900000E+00    3.3358088E-02    1.4965855E-01    1.9000430E-04
    2.0700000E+00    3.6158547E-02    1.4393488E-01    1.9000468E-04
    2.2500000E+00    3.8919339E-02    1.3843447E-01    1.9000505E-04
    2.4300000E+00    4.1644250E-02    1.3313298E-01    1.9000542E-04
    2.6100000E+00    4.4330507E-02    1.2803177E-01    1.9000578E-04
    2.7900000E+00    4.6975968E-02    1.2313140E-01    1.9000613E-04
    2.9700000E+00    4.9578442E-02    1.1843236E-01    1.9000648E-04
    3.1500000E+00    5.2135637E-02    1.1393511E-01    1.9000682E-04
    3.3300000E+00    5.4645153E-02    1.0964007E-01    1.9000716E-04
    3.5100000E+00    5.7104470E-02    1.0554768E-01    1.9000749E-04
    3.6900000E+00    5.9510943E-02    1.0165832E-01    1.9000781E-04
    3.8700000E+00    6.1861797E-02    9.7972397E-02    1.9000813E-04
    4.0500000E+00    6.4154113E-02    9.4490293E-02    1.9000844E-04
    4.2300000E+00    6.6384828E-02    9.1212383E-02    1.9000875E-04
    4.4100000E+00    6.8550717E-02    8.8139041E-02    1.9000905E-04
    4.5900000E+00    7.0648392E-02    8.5270635E-02    1.9000935E-04
    4.7700000E+00    7.2674286E-02    8.2607534E-02    1.9000964E-04
    4.9500000E+00    7.4624647E-02    8.0150106E-02    1.9000992E-04
    5.1300000E+00    7.6495527E-02    7.7898720E-02    1.9001020E-04
    5.3100000E+00    7.8282769E-02    7.5853749E-02    1.9001047E-04
    5.4900000E+00    7.9981997E-02    7.4015569E-02    1.9001074E-04
    5.6700000E+00    8.1588604E-02    7.2384563E-02    1.9001100E-04
    5.8500000E+00    8.3097740E-02    7.0961118E-02    1.9001126E-04
    6.0300000E+00    8.4504299E-02    6.9745626E-02    1.9001151E-04
    6.2100000E+00    8.5802904E-02    6.8738489E-02    1.9001175E-04
    6.3900000E+00    8.6987897E-02    6.7940111E-02    1.9001199E-04
    6.5700000E+00    8.8053324E-02    6.7350904E-02    1.9001222E-04
    6.7500000E+00    8.8992919E-02    6.6971285E-02    1.9001245E-04
    6.9300000E+00    8.9800092E-02    6.6801672E-02    1.9001267E-04
    7.1100000E+00    9.0467910E-02    6.6842488E-02    1.9001289E-04
    7.2900000E+00    9.0989086E-02    6.7094155E-02    1.9001310E-04
    7.4700000E+00    9.1355960E-02    6.7557093E-02    1.9001330E-04
    7.6500000E+00    9.1560479E-02    6.8231722E-02    1.9001350E-04
    7.8300000E+00    9.1594183E-02    6.9118454E-02    1.9001369E-04
    8.0100000E+00    9.1448185E-02    7.0217696E-02    1.9001388E-04
    8.1900000E+00    9.1110726E-02    7.1539452E-02    1.9001407E-04
    8.3700000E+00    9.0753494E-02    7.2903423E-02    1.9001425E-04
    8.5500000E+00    9.0401065E-02    7.4276537E-02    1.9001443E-04
    8.7300000E+00    9.0056312E-02    7.5655814E-02    1.9001460E-04
    8.9100000E+00    8.9719647E-02    7.7040890E-02    1.9001476E-04
    9.0900000E+00    8.9391193E-02    7.8431728E-02    1.9001492E-04
    9.2700000E+00    8.9071052E-02    7.9828332E-02    1.9001508E-04
    9.4500000E+00    8.8759340E-02    8.1230713E-02    1.9001523E-04
