# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.8331486E-12    7.3788414E-06
    2.7000000E-01    1.8355699E-12    1.0427163E-05
    4.5000000E-01    1.8379905E-12    1.3467695E-05
    6.3000000E-01    1.8404105E-12    1.6374090E-05
    8.1000000E-01    1.8428301E-12    1.9031396E-05
    9.9000000E-01    1.8452492E-12    2.1358543E-05
    1.1700000E+00    1.8476680E-12    2.3308461E-05
    1.3500000E+00    1.8500863E-12    2.4865566E-05
    1.5300000E+00    1.8525042E-12    2.6041209E-05
    1.7100000E+00    1.8549218E-12    2.6867566E-05
    1.8900000E+00    1.8573944E-12    2.7390628E-05
    2.0700000E+00    2.0076226E-12    2.6869719E-05
    2.2500000E+00    2.1578365E-12    2.6272590E-05
    2.4300000E+00    2.3080357E-12    2.5655418E-05
    2.6100000E+00    2.4582201E-12    2.5054389E-05
    2.7900000E+00    2.6083896E-12    2.4493669E-05
    2.9700000E+00    2.7585442E-12    2.3987155E-05
    3.1500000E+00    2.9086838E-12    2.3540661E-05
    3.3300000E+00    3.0588083E-12    2.3154181E-05
    3.5100000E+00    3.2089175E-12    2.2823932E-05
    3.6900000E+00    3.3590114E-12    2.2544028E-05
    3.8700000E+00    3.5090899E-12    2.2307739E-05
    4.0500000E+00    3.6591529E-12    2.2108336E-05
    4.2300000E+00    3.8092002E-12    2.1939646E-05
    4.4100000E+00    3.9592318E-12    2.1796204E-05
    4.5900000E+00    4.1092476E-12    2.1673398E-05
    4.7700000E+00    4.2592474E-12    2.1567445E-05
    4.9500000E+00    4.4092312E-12    2.1475296E-05
    5.1300000E+00    4.5591988E-12    2.1394521E-05
    5.3100000E+00    4.7091501E-12    2.1323189E-05
    5.4900000E+00    4.8590850E-12    2.1259771E-05
    5.6700000E+00    5.0090034E-12    2.1203045E-05
    5.8500000E+00    5.1589052E-12    2.1152032E-05
    6.0300000E+00    5.3087902E-12    2.1105936E-05
    6.2100000E+00    5.4586584E-12    2.1064109E-05
    6.3900000E+00    5.6085096E-12    2.1026011E-05
    6.5700000E+00    5.7583437E-12    2.0991195E-05
    6.7500000E+00    5.9081605E-12    2.0959280E-05
    6.9300000E+00    6.0579600E-12    2.0929944E-05
    7.1100000E+00    6.2077420E-12    2.0902912E-05
    7.2900000E+00    6.3575063E-12    2.0877946E-05
    7.4700000E+00    6.5072529E-12    2.0854840E-05
    7.6500000E+00    6.6569816E-12    2.0833414E-05
    7.8300000E+00    6.8066923E-12    2.0813514E-05
    8.0100000E+00    6.9563292E-12    2.0795159E-05
    8.1900000E+00    6.9584457E-12    2.1926905E-05
    8.3700000E+00    6.9605574E-12    2.2355462E-05
    8.5500000E+00    6.9626670E-12    2.2508234E-05
    8.7300000E+00    6.9647745E-12    2.2555519E-05
    8.9100000E+00    6.9668797E-12    2.2563585E-05
    9.0900000E+00    6.9689827E-12    2.2557678E-05
    9.2700000E+00    6.9710835E-12    2.2547198E-05
    9.4500000E+00    6.9731820E-12    2.2535550E-05
    9.6300000E+00    6.9752782E-12    2.2523917E-05
    9.8100000E+00    6.9773722E-12    2.2512677E-05
    9.9900000E+00    6.9794638E-12    2.2501921E-05
    1.0170000E+01    6.9815530E-12    2.2491643E-05
    1.0350000E+01    6.9836399E-12    2.2481801E-05
    1.0530000E+01    6.9857245E-12    2.2472342E-05
    1.0710000E+01    6.9878066E-12    2.2463208E-05
    1.0890000E+01    6.9898862E-12    2.2454336E-05
    1.1070000E+01    6.9919634E-12    2.2445657E-05
    1.1250000E+01    6.9940382E-12    2.2437097E-05
    1.1430000E+01    6.9961104E-12    2.2428570E-05
    1.1610000E+01    6.9981801E-12    2.2419979E-05
    1.1790000E+01    7.0002473E-12    2.2411208E-05
    1.1970000E+01    7.0023119E-12    2.2402123E-05
    1.2150000E+01    7.0043739E-12    2.2392561E-05
    1.2330000E+01    7.0064333E-12    2.2383944E-05
    1.2510000E+01    7.0084932E-12    3.9929014E-05
    1.2690000E+01    7.0105622E-12    4.4403693E-05
