# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.9137424E+00   -5.9057510E+00   -3.9999999E+00   -4.5238506E+00   -4.7097239E+00   -4.7320613E+00   -7.5204572E+00   -4.2917511E+00   -3.0263811E+00   -3.4725353E+00   -6.4486799E+00   -7.1959487E+00   -1.4590757E+01   -1.4000000E+01   -1.4000004E+01   -4.8949964E+00   -1.4000000E+01   -4.8378188E+00   -3.0000000E+01   -3.5478886E+00   -7.1529243E+00   -8.3031383E+00   -7.0051830E+00   -1.0806509E+01   -1.0906256E+01   -1.9061346E+01   -2.6962869E+01   -8.5434003E+00   -8.0723391E+00   -1.0469637E+01   -1.2481599E+01   -8.0563456E+00   -1.1957961E+01   -7.8202186E+00
    2.7000000E-01    5.9873852E+00   -5.9779503E+00   -3.9999999E+00   -4.2830002E+00   -4.4523106E+00   -4.4284786E+00   -8.0241788E+00   -4.0439540E+00   -2.9789362E+00   -3.4887919E+00   -6.4486904E+00   -7.2350653E+00   -1.4875400E+01   -1.4000000E+01   -1.4000003E+01   -4.6401163E+00   -1.4000000E+01   -6.2629929E+00   -3.0000000E+01   -3.4252593E+00   -7.5208594E+00   -8.5237878E+00   -7.4421937E+00   -1.0776444E+01   -1.1124188E+01   -1.9112598E+01   -2.7265144E+01   -8.4682188E+00   -7.8714998E+00   -1.0320015E+01   -1.2582999E+01   -7.9788242E+00   -1.1522368E+01   -7.4598101E+00
    4.5000000E-01    6.0311412E+00   -6.0205595E+00   -3.9999999E+00   -4.1413409E+00   -4.3032517E+00   -4.2428619E+00   -8.3135646E+00   -3.9134398E+00   -2.9334585E+00   -3.5056750E+00   -6.4487001E+00   -7.2960029E+00   -1.4996284E+01   -1.4000000E+01   -1.4000003E+01   -4.4942289E+00   -1.4000000E+01   -6.7887115E+00   -3.0000000E+01   -3.3347884E+00   -7.7318638E+00   -8.6472802E+00   -7.6932959E+00   -1.0797186E+01   -1.1206789E+01   -1.9183251E+01   -2.7400076E+01   -8.4232282E+00   -7.7336145E+00   -1.0252750E+01   -1.2580013E+01   -7.9540779E+00   -1.1247708E+01   -7.2301433E+00
    6.3000000E-01    6.0582764E+00   -6.0467166E+00   -3.9999999E+00   -4.0404721E+00   -4.1951437E+00   -4.1182379E+00   -8.5019978E+00   -3.8284799E+00   -2.8895574E+00   -3.5232681E+00   -6.4487094E+00   -7.3372975E+00   -1.5068880E+01   -1.4000000E+01   -1.4000002E+01   -4.3886506E+00   -1.4000000E+01   -6.8020812E+00   -3.0000000E+01   -3.2626882E+00   -7.8738094E+00   -8.7349553E+00   -7.8592358E+00   -1.0814394E+01   -1.1256891E+01   -1.9232883E+01   -2.7484680E+01   -8.3950317E+00   -7.6312382E+00   -1.0199974E+01   -1.2562209E+01   -7.9273736E+00   -1.1048657E+01   -7.0592915E+00
    8.1000000E-01    6.0751617E+00   -6.0627335E+00   -3.9999999E+00   -3.9616087E+00   -4.1084994E+00   -4.0286685E+00   -8.6317798E+00   -3.7672375E+00   -2.8471213E+00   -3.5416306E+00   -6.4487186E+00   -7.3571521E+00   -1.5111711E+01   -1.4000000E+01   -1.4000002E+01   -4.3039411E+00   -1.4000000E+01   -6.7845329E+00   -3.0000000E+01   -3.2024153E+00   -7.9767280E+00   -8.8041034E+00   -7.9762348E+00   -1.0820078E+01   -1.1286939E+01   -1.9260181E+01   -2.7538195E+01   -8.3771976E+00   -7.5512752E+00   -1.0147278E+01   -1.2535731E+01   -7.8906115E+00   -1.0893576E+01   -6.9220479E+00
    9.9000000E-01    6.0852355E+00   -6.0720172E+00   -3.9999999E+00   -3.8964109E+00   -4.0354601E+00   -3.9606705E+00   -8.7233677E+00   -3.7203261E+00   -2.8060395E+00   -3.5608296E+00   -6.4487276E+00   -7.3609360E+00   -1.5134806E+01   -1.4000000E+01   -1.4000002E+01   -4.2323728E+00   -1.4000000E+01   -6.7652826E+00   -3.0000000E+01   -3.1503881E+00   -8.0544504E+00   -8.8616782E+00   -8.0614653E+00   -1.0816266E+01   -1.1303677E+01   -1.9270770E+01   -2.7571029E+01   -8.3662550E+00   -7.4866086E+00   -1.0093171E+01   -1.2503868E+01   -7.8457069E+00   -1.0767139E+01   -6.8065556E+00
    1.1700000E+00    6.0905436E+00   -6.0765946E+00   -3.9999999E+00   -3.8404808E+00   -3.9720633E+00   -3.9066900E+00   -8.7881886E+00   -3.6828485E+00   -2.7662041E+00   -3.5809421E+00   -6.4487366E+00   -7.3532877E+00   -1.5144135E+01   -1.4000000E+01   -1.4000002E+01   -4.1700961E+00   -1.4000000E+01   -6.7451235E+00   -3.0000000E+01   -3.1044337E+00   -8.1144630E+00   -8.9110746E+00   -8.1244017E+00   -1.0805607E+01   -1.1311121E+01   -1.9269446E+01   -2.7589380E+01   -8.3601387E+00   -7.4329617E+00   -1.0038170E+01   -1.2468543E+01   -7.7952026E+00   -1.0660747E+01   -6.7062827E+00
    1.3500000E+00    6.0923857E+00   -6.0777530E+00   -3.9999999E+00   -3.7912302E+00   -3.9159560E+00   -3.8622833E+00   -8.8334053E+00   -3.6519464E+00   -2.7275142E+00   -3.6020566E+00   -6.4487456E+00   -7.3372856E+00   -1.5143486E+01   -1.4000000E+01   -1.4000002E+01   -4.1148441E+00   -1.4000000E+01   -6.7239885E+00   -3.0000000E+01   -3.0631385E+00   -8.1614287E+00   -8.9543560E+00   -8.1709681E+00   -1.0789918E+01   -1.1311821E+01   -1.9259386E+01   -2.7597188E+01   -8.3575361E+00   -7.3875829E+00   -9.9827018E+00   -1.2430942E+01   -7.7408135E+00   -1.0569112E+01   -6.6172529E+00
    1.5300000E+00    6.0916295E+00   -6.0763512E+00   -3.9999999E+00   -3.7470133E+00   -3.8655819E+00   -3.8247156E+00   -8.8638051E+00   -3.6258174E+00   -2.6898765E+00   -3.6242760E+00   -6.4487546E+00   -7.3149065E+00   -1.5135384E+01   -1.4000000E+01   -1.4000002E+01   -4.0651238E+00   -1.4000000E+01   -6.7017731E+00   -3.0000000E+01   -3.0255327E+00   -8.1984690E+00   -8.9929089E+00   -8.2051269E+00   -1.0770335E+01   -1.1307479E+01   -1.9242640E+01   -2.7597084E+01   -8.3575708E+00   -7.3486081E+00   -9.9269516E+00   -1.2391834E+01   -7.6835826E+00   -1.0488760E+01   -6.5368688E+00
    1.7100000E+00    6.0888769E+00   -6.0729849E+00   -3.9999999E+00   -3.7067213E+00   -3.8198400E+00   -3.7922306E+00   -8.8827367E+00   -3.6032570E+00   -2.6532063E+00   -3.6477200E+00   -6.4487637E+00   -7.2874487E+00   -1.5121581E+01   -1.4000000E+01   -1.4000002E+01   -4.0198797E+00   -1.4000000E+01   -6.6783549E+00   -3.0000000E+01   -2.9909227E+00   -8.2277799E+00   -9.0277249E+00   -8.2296564E+00   -1.0747574E+01   -1.1299274E+01   -1.9220558E+01   -2.7590895E+01   -8.3596339E+00   -7.3147219E+00   -9.8709545E+00   -1.2351729E+01   -7.6241407E+00   -1.0417292E+01   -6.4633411E+00
