# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    3.9720986E-02    2.0999269E-01    1.9000013E-04
    2.7000000E-01    3.9181849E-02    2.0997809E-01    1.9000040E-04
    4.5000000E-01    3.8662278E-02    2.0996349E-01    1.9000067E-04
    6.3000000E-01    3.8159439E-02    2.0994888E-01    1.9000093E-04
    8.1000000E-01    3.7671165E-02    2.0993428E-01    1.9000118E-04
    9.9000000E-01    3.7195746E-02    2.0991968E-01    1.9000143E-04
    1.1700000E+00    3.6731780E-02    2.0990508E-01    1.9000167E-04
    1.3500000E+00    3.6278106E-02    2.0989049E-01    1.9000191E-04
    1.5300000E+00    3.5833751E-02    2.0987590E-01    1.9000214E-04
    1.7100000E+00    3.5397883E-02    2.0986133E-01    1.9000237E-04
    1.8900000E+00    3.4969788E-02    2.0984676E-01    1.9000259E-04
    2.0700000E+00    3.4551582E-02    2.0983229E-01    1.9000281E-04
    2.2500000E+00    3.4144896E-02    2.0981792E-01    1.9000302E-04
    2.4300000E+00    3.3746557E-02    2.0980356E-01    1.9000323E-04
    2.6100000E+00    3.3356096E-02    2.0978920E-01    1.9000343E-04
    2.7900000E+00    3.2973103E-02    2.0977485E-01    1.9000363E-04
    2.9700000E+00    3.2597218E-02    2.0976050E-01    1.9000382E-04
    3.1500000E+00    3.2228121E-02    2.0974615E-01    1.9000401E-04
    3.3300000E+00    3.1865531E-02    2.0973182E-01    1.9000419E-04
    3.5100000E+00    3.1509193E-02    2.0971749E-01    1.9000438E-04
    3.6900000E+00    3.1158882E-02    2.0970316E-01    1.9000455E-04
    3.8700000E+00    3.0814394E-02    2.0968884E-01    1.9000473E-04
    4.0500000E+00    3.0475545E-02    2.0967453E-01    1.9000489E-04
    4.2300000E+00    3.0142170E-02    2.0966022E-01    1.9000506E-04
    4.4100000E+00    2.9814119E-02    2.0964592E-01    1.9000522E-04
    4.5900000E+00    2.9491258E-02    2.0963163E-01    1.9000538E-04
    4.7700000E+00    2.9173464E-02    2.0961735E-01    1.9000553E-04
    4.9500000E+00    2.8860627E-02    2.0960307E-01    1.9000568E-04
    5.1300000E+00    2.8552648E-02    2.0958879E-01    1.9000583E-04
    5.3100000E+00    2.8249438E-02    2.0957453E-01    1.9000598E-04
    5.4900000E+00    2.7950918E-02    2.0956027E-01    1.9000612E-04
    5.6700000E+00    2.7657016E-02    2.0954602E-01    1.9000625E-04
    5.8500000E+00    2.7367670E-02    2.0953177E-01    1.9000639E-04
    6.0300000E+00    2.7082826E-02    2.0951754E-01    1.9000652E-04
    6.2100000E+00    2.6802435E-02    2.0950331E-01    1.9000664E-04
    6.3900000E+00    2.6526457E-02    2.0948908E-01    1.9000677E-04
    6.5700000E+00    2.6254859E-02    2.0947487E-01    1.9000689E-04
    6.7500000E+00    2.5987614E-02    2.0946066E-01    1.9000701E-04
    6.9300000E+00    2.5724700E-02    2.0944646E-01    1.9000712E-04
    7.1100000E+00    2.5466103E-02    2.0943226E-01    1.9000723E-04
    7.2900000E+00    2.5211814E-02    2.0941808E-01    1.9000734E-04
    7.4700000E+00    2.4961832E-02    2.0940390E-01    1.9000744E-04
    7.6500000E+00    2.4716158E-02    2.0938973E-01    1.9000755E-04
    7.8300000E+00    2.4474801E-02    2.0937556E-01    1.9000764E-04
    8.0100000E+00    2.4237778E-02    2.0936141E-01    1.9000774E-04
    8.1900000E+00    2.4003454E-02    2.0934716E-01    1.9000783E-04
    8.3700000E+00    2.3772057E-02    2.0933282E-01    1.9000793E-04
    8.5500000E+00    2.3545206E-02    2.0931849E-01    1.9000801E-04
    8.7300000E+00    2.3322941E-02    2.0930417E-01    1.9000810E-04
    8.9100000E+00    2.3105309E-02    2.0928986E-01    1.9000818E-04
    9.0900000E+00    2.2892361E-02    2.0927556E-01    1.9000826E-04
    9.2700000E+00    2.2684157E-02    2.0926127E-01    1.9000834E-04
    9.4500000E+00    2.2480761E-02    2.0924699E-01    1.9000842E-04
    9.6300000E+00    2.2282246E-02    2.0923272E-01    1.9000849E-04
    9.8100000E+00    2.2088689E-02    2.0921846E-01    1.9000856E-04
    9.9900000E+00    2.1900177E-02    2.0920421E-01    1.9000862E-04
    1.0170000E+01    2.1716801E-02    2.0918997E-01    1.9000869E-04
    1.0350000E+01    2.1538661E-02    2.0917574E-01    1.9000875E-04
    1.0530000E+01    2.1365866E-02    2.0916153E-01    1.9000881E-04
    1.0710000E+01    2.1198530E-02    2.0914732E-01    1.9000886E-04
    1.0890000E+01    2.1036776E-02    2.0913312E-01    1.9000892E-04
    1.1070000E+01    2.0880736E-02    2.0911893E-01    1.9000897E-04
    1.1250000E+01    2.0730549E-02    2.0910475E-01    1.9000902E-04
    1.1430000E+01    2.0586363E-02    2.0909059E-01    1.9000906E-04
    1.1610000E+01    2.0448334E-02    2.0907643E-01    1.9000911E-04
    1.1790000E+01    2.0316627E-02    2.0906229E-01    1.9000915E-04
    1.1970000E+01    2.0191417E-02    2.0904815E-01    1.9000919E-04
    1.2150000E+01    2.0072888E-02    2.0903403E-01    1.9000923E-04
    1.2330000E+01    1.9961233E-02    2.0901992E-01    1.9000926E-04
    1.2510000E+01    1.9855993E-02    2.0900572E-01    1.9000929E-04
    1.2690000E+01    1.9752119E-02    2.0899189E-01    1.9000933E-04
    1.2870000E+01    1.9650298E-02    2.0897852E-01    1.9000936E-04
    1.3050000E+01    1.9550587E-02    2.0896559E-01    1.9000939E-04
    1.3230000E+01    1.9453046E-02    2.0895312E-01    1.9000942E-04
    1.3410000E+01    1.9357738E-02    2.0894110E-01    1.9000945E-04
    1.3590000E+01    1.9264730E-02    2.0892954E-01    1.9000947E-04
    1.3770000E+01    1.9174092E-02    2.0891843E-01    1.9000950E-04
    1.3950000E+01    1.9085899E-02    2.0890778E-01    1.9000953E-04
    1.4130000E+01    1.9000227E-02    2.0889758E-01    1.9000955E-04
    1.4310000E+01    1.8917158E-02    2.0888784E-01    1.9000958E-04
    1.4490000E+01    1.8836779E-02    2.0887856E-01    1.9000960E-04
    1.4670000E+01    1.8759180E-02    2.0886974E-01    1.9000962E-04
    1.4850000E+01    1.8684456E-02    2.0886137E-01    1.9000964E-04
    1.5030000E+01    1.8612706E-02    2.0885347E-01    1.9000966E-04
    1.5210000E+01    1.8544035E-02    2.0884602E-01    1.9000968E-04
    1.5390000E+01    1.8478554E-02    2.0883904E-01    1.9000970E-04
    1.5570000E+01    1.8416378E-02    2.0883252E-01    1.9000972E-04
    1.5750000E+01    1.8357629E-02    2.0882646E-01    1.9000973E-04
    1.5930000E+01    1.8302433E-02    2.0882086E-01    1.9000975E-04
    1.6110000E+01    1.8250924E-02    2.0881573E-01    1.9000976E-04
    1.6290000E+01    1.8203244E-02    2.0881105E-01    1.9000977E-04
    1.6470000E+01    1.8159538E-02    2.0880685E-01    1.9000978E-04
    1.6650000E+01    1.8119961E-02    2.0880311E-01    1.9000980E-04
    1.6830000E+01    1.8084676E-02    2.0879983E-01    1.9000980E-04
    1.7010000E+01    1.8053852E-02    2.0879702E-01    1.9000981E-04
    1.7190000E+01    1.8027667E-02    2.0879468E-01    1.9000982E-04
    1.7370000E+01    1.8006308E-02    2.0879280E-01    1.9000982E-04
    1.7550000E+01    1.7989970E-02    2.0879139E-01    1.9000983E-04
