# Time          5.0000E+01
# Units: Mol/g solid
    Distance        NaXEel           KXEel            CaXEel           MgXEel          
    9.0000000E-02    3.2625254E-08    3.0538564E-07    6.2754491E-06    3.5580725E-06
    2.7000000E-01    3.8160060E-08    2.8547665E-07    6.2468441E-06    3.5956689E-06
    4.5000000E-01    4.2990468E-08    3.1907428E-07    6.2385033E-06    3.5845700E-06
    6.3000000E-01    4.7225107E-08    3.7998233E-07    6.2256261E-06    3.5646047E-06
    8.1000000E-01    5.0999473E-08    4.5738204E-07    6.2079608E-06    3.5414106E-06
    9.9000000E-01    5.4387186E-08    5.4340644E-07    6.1874492E-06    3.5169591E-06
    1.1700000E+00    5.7427662E-08    6.3183118E-07    6.1659279E-06    3.4925085E-06
    1.3500000E+00    6.0148842E-08    7.1818547E-07    6.1447589E-06    3.4689177E-06
    1.5300000E+00    6.2578159E-08    7.9973960E-07    6.1247857E-06    3.4466932E-06
    1.7100000E+00    6.4745230E-08    8.7519346E-07    6.1064199E-06    3.4260575E-06
    1.8900000E+00    6.6681040E-08    9.4414943E-07    6.0897296E-06    3.4071246E-06
    2.0700000E+00    1.7262558E-10    2.2452089E-09    1.5036673E-08    8.7609741E-09
    2.2500000E+00    1.7797028E-10    2.1451505E-09    1.4885001E-08    8.9594181E-09
    2.4300000E+00    1.8283621E-10    2.0570213E-09    1.4760665E-08    9.1248780E-09
    2.6100000E+00    1.8729298E-10    1.9785456E-09    1.4657098E-08    9.2649957E-09
    2.7900000E+00    1.9139636E-10    1.9079746E-09    1.4569679E-08    9.3852350E-09
    2.9700000E+00    1.9519158E-10    1.8439548E-09    1.4495049E-08    9.4896021E-09
    3.1500000E+00    1.9871585E-10    1.7854430E-09    1.4430711E-08    9.5810954E-09
    3.3300000E+00    2.0200011E-10    1.7316205E-09    1.4374765E-08    9.6620033E-09
    3.5100000E+00    2.0507039E-10    1.6818347E-09    1.4325744E-08    9.7341032E-09
    3.6900000E+00    2.0794876E-10    1.6355575E-09    1.4282498E-08    9.7987958E-09
    3.8700000E+00    2.1065414E-10    1.5923567E-09    1.4244110E-08    9.8572002E-09
    4.0500000E+00    2.1320283E-10    1.5518740E-09    1.4209846E-08    9.9102210E-09
    4.2300000E+00    2.1560898E-10    1.5138098E-09    1.4179107E-08    9.9585973E-09
    4.4100000E+00    2.1788496E-10    1.4779110E-09    1.4151402E-08    1.0002939E-08
    4.5900000E+00    2.2004165E-10    1.4439618E-09    1.4126323E-08    1.0043753E-08
    4.7700000E+00    2.2208863E-10    1.4117771E-09    1.4103533E-08    1.0081465E-08
    4.9500000E+00    2.2403444E-10    1.3811970E-09    1.4082746E-08    1.0116435E-08
    5.1300000E+00    2.2588667E-10    1.3520822E-09    1.4063720E-08    1.0148968E-08
    5.3100000E+00    2.2765213E-10    1.3243107E-09    1.4046251E-08    1.0179327E-08
    5.4900000E+00    2.2933693E-10    1.2977752E-09    1.4030162E-08    1.0207736E-08
    5.6700000E+00    2.3094657E-10    1.2723807E-09    1.4015303E-08    1.0234392E-08
    5.8500000E+00    2.3248605E-10    1.2480428E-09    1.4001543E-08    1.0259463E-08
    6.0300000E+00    2.3395990E-10    1.2246860E-09    1.3988768E-08    1.0283098E-08
    6.2100000E+00    2.3537223E-10    1.2022428E-09    1.3976880E-08    1.0305427E-08
    6.3900000E+00    2.3672680E-10    1.1806522E-09    1.3965791E-08    1.0326564E-08
    6.5700000E+00    2.3802706E-10    1.1598592E-09    1.3955426E-08    1.0346612E-08
    6.7500000E+00    2.3927617E-10    1.1398140E-09    1.3945717E-08    1.0365660E-08
    6.9300000E+00    2.4047703E-10    1.1204711E-09    1.3936606E-08    1.0383788E-08
    7.1100000E+00    2.4163230E-10    1.1017893E-09    1.3928038E-08    1.0401069E-08
