# Time          5.0000E+01
# Units: Bars
    Distance        CO2(g)           O2(g)            CH4(g)          
    9.0000000E-02    4.1753031E-02    2.0266867E-01    1.9000059E-04
    2.7000000E-01    4.1561364E-02    1.9246468E-01    1.9000179E-04
    4.5000000E-01    4.1255050E-02    1.8235205E-01    1.9000297E-04
    6.3000000E-01    4.0983441E-02    1.7211621E-01    1.9000413E-04
    8.1000000E-01    4.0765162E-02    1.6174478E-01    1.9000528E-04
    9.9000000E-01    4.0617560E-02    1.5123539E-01    1.9000642E-04
    1.1700000E+00    4.0565922E-02    1.4058624E-01    1.9000755E-04
    1.3500000E+00    4.0647649E-02    1.2979559E-01    1.9000867E-04
    1.5300000E+00    4.0917796E-02    1.1886171E-01    1.9000979E-04
    1.7100000E+00    4.1457184E-02    1.0778285E-01    1.9001089E-04
    1.8900000E+00    4.2384115E-02    9.6557254E-02    1.9001198E-04
    2.0700000E+00    4.3860543E-02    8.5259667E-02    1.9001306E-04
    2.2500000E+00    4.5371283E-02    7.4667503E-02    1.9001412E-04
    2.4300000E+00    4.6870558E-02    6.4785146E-02    1.9001516E-04
    2.6100000E+00    4.8347786E-02    5.5627663E-02    1.9001619E-04
    2.7900000E+00    4.9795236E-02    4.7202694E-02    1.9001721E-04
    2.9700000E+00    5.1203761E-02    3.9515918E-02    1.9001821E-04
    3.1500000E+00    5.2561986E-02    3.2571205E-02    1.9001920E-04
    3.3300000E+00    5.3855896E-02    2.6369973E-02    1.9002018E-04
    3.5100000E+00    5.5068624E-02    2.0910174E-02    1.9002114E-04
    3.6900000E+00    5.6180565E-02    1.6184823E-02    1.9002209E-04
    3.8700000E+00    5.7170077E-02    1.2179960E-02    1.9002302E-04
    4.0500000E+00    5.8015116E-02    8.8719762E-03    1.9002394E-04
    4.2300000E+00    5.8696041E-02    6.2244341E-03    1.9002485E-04
    4.4100000E+00    5.9199533E-02    4.1850073E-03    1.9002574E-04
    4.5900000E+00    5.9522770E-02    2.6838749E-03    1.9002661E-04
    4.7700000E+00    5.9676175E-02    1.6354252E-03    1.9002747E-04
    4.9500000E+00    5.9682868E-02    9.4453995E-04    1.9002832E-04
    5.1300000E+00    5.9574323E-02    5.1657122E-04    1.9002916E-04
    5.3100000E+00    5.9383891E-02    2.6766348E-04    1.9002998E-04
    5.4900000E+00    5.9141020E-02    1.3161287E-04    1.9003078E-04
    5.6700000E+00    5.8868150E-02    6.1551687E-05    1.9003158E-04
    5.8500000E+00    5.8580372E-02    2.7448045E-05    1.9003236E-04
    6.0300000E+00    5.8286807E-02    1.1700728E-05    1.9003312E-04
    6.2100000E+00    5.7992453E-02    4.7795301E-06    1.9003387E-04
    6.3900000E+00    5.7699804E-02    1.8749286E-06    1.9003461E-04
    6.5700000E+00    5.7409974E-02    7.0775233E-07    1.9003534E-04
    6.7500000E+00    5.7123378E-02    2.5755583E-07    1.9003605E-04
    6.9300000E+00    5.6840098E-02    9.0512763E-08    1.9003675E-04
    7.1100000E+00    5.6560068E-02    3.0774336E-08    1.9003744E-04
    7.2900000E+00    5.6283157E-02    1.0147729E-08    1.9003811E-04
    7.4700000E+00    5.6009197E-02    3.2612452E-09    1.9003877E-04
    7.6500000E+00    5.5737989E-02    1.0373664E-09    1.9003942E-04
    7.8300000E+00    5.5469302E-02    3.5097309E-10    1.9004005E-04
    8.0100000E+00    5.5202850E-02    1.8126963E-10    1.9004067E-04
    8.1900000E+00    5.4936346E-02    2.7168076E-10    1.9004129E-04
    8.3700000E+00    5.4671408E-02    2.9813402E-10    1.9004189E-04
    8.5500000E+00    5.4409288E-02    3.0568618E-10    1.9004248E-04
    8.7300000E+00    5.4149928E-02    3.0771120E-10    1.9004306E-04
    8.9100000E+00    5.3893283E-02    3.0812144E-10    1.9004363E-04
    9.0900000E+00    5.3639334E-02    3.0806249E-10    1.9004418E-04
    9.2700000E+00    5.3388089E-02    3.0787601E-10    1.9004472E-04
