# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0031467E-01    1.0031467E-01
    2.7000000E-01    1.0036310E-01    1.0036310E-01
    4.5000000E-01    1.0032096E-01    1.0032096E-01
    6.3000000E-01    1.0028212E-01    1.0028212E-01
    8.1000000E-01    1.0024766E-01    1.0024766E-01
    9.9000000E-01    1.0021747E-01    1.0021747E-01
    1.1700000E+00    1.0019097E-01    1.0019097E-01
    1.3500000E+00    1.0016762E-01    1.0016762E-01
    1.5300000E+00    1.0014697E-01    1.0014697E-01
    1.7100000E+00    1.0012864E-01    1.0012864E-01
    1.8900000E+00    1.0011228E-01    1.0011228E-01
    2.0700000E+00    1.0108631E-01    1.0108631E-01
    2.2500000E+00    1.0106271E-01    1.0106271E-01
    2.4300000E+00    1.0104177E-01    1.0104177E-01
    2.6100000E+00    1.0102291E-01    1.0102291E-01
    2.7900000E+00    1.0100588E-01    1.0100588E-01
    2.9700000E+00    1.0099046E-01    1.0099046E-01
    3.1500000E+00    1.0097646E-01    1.0097646E-01
    3.3300000E+00    1.0096374E-01    1.0096374E-01
    3.5100000E+00    1.0095216E-01    1.0095216E-01
    3.6900000E+00    1.0094161E-01    1.0094161E-01
    3.8700000E+00    1.0093200E-01    1.0093200E-01
    4.0500000E+00    1.0092324E-01    1.0092324E-01
    4.2300000E+00    1.0091525E-01    1.0091525E-01
    4.4100000E+00    1.0090798E-01    1.0090798E-01
    4.5900000E+00    1.0090138E-01    1.0090138E-01
    4.7700000E+00    1.0089539E-01    1.0089539E-01
    4.9500000E+00    1.0088997E-01    1.0088997E-01
    5.1300000E+00    1.0088508E-01    1.0088508E-01
    5.3100000E+00    1.0088070E-01    1.0088070E-01
    5.4900000E+00    1.0087678E-01    1.0087678E-01
    5.6700000E+00    1.0087332E-01    1.0087332E-01
    5.8500000E+00    1.0087027E-01    1.0087027E-01
    6.0300000E+00    1.0086763E-01    1.0086763E-01
    6.2100000E+00    1.0086537E-01    1.0086537E-01
    6.3900000E+00    1.0086348E-01    1.0086348E-01
    6.5700000E+00    1.0086194E-01    1.0086194E-01
    6.7500000E+00    1.0086074E-01    1.0086074E-01
    6.9300000E+00    1.0085987E-01    1.0085987E-01
    7.1100000E+00    1.0085931E-01    1.0085931E-01
    7.2900000E+00    1.0085905E-01    1.0085905E-01
    7.4700000E+00    1.0085909E-01    1.0085909E-01
    7.6500000E+00    1.0085942E-01    1.0085942E-01
    7.8300000E+00    1.0086003E-01    1.0086003E-01
    8.0100000E+00    1.0086092E-01    1.0086092E-01
    8.1900000E+00    9.9759524E-02    9.9759524E-02
    8.3700000E+00    9.9759828E-02    9.9759828E-02
    8.5500000E+00    9.9760465E-02    9.9760465E-02
    8.7300000E+00    9.9761337E-02    9.9761337E-02
    8.9100000E+00    9.9762389E-02    9.9762389E-02
    9.0900000E+00    9.9763582E-02    9.9763582E-02
    9.2700000E+00    9.9764887E-02    9.9764887E-02
    9.4500000E+00    9.9766280E-02    9.9766280E-02
    9.6300000E+00    9.9767742E-02    9.9767742E-02
    9.8100000E+00    9.9769257E-02    9.9769257E-02
    9.9900000E+00    9.9770811E-02    9.9770811E-02
    1.0170000E+01    9.9772392E-02    9.9772392E-02
    1.0350000E+01    9.9773990E-02    9.9773990E-02
    1.0530000E+01    9.9775596E-02    9.9775596E-02
    1.0710000E+01    9.9777201E-02    9.9777201E-02
    1.0890000E+01    9.9778799E-02    9.9778799E-02
    1.1070000E+01    9.9780382E-02    9.9780382E-02
    1.1250000E+01    9.9781946E-02    9.9781946E-02
    1.1430000E+01    9.9783486E-02    9.9783486E-02
    1.1610000E+01    9.9784995E-02    9.9784995E-02
    1.1790000E+01    9.9786471E-02    9.9786471E-02
    1.1970000E+01    9.9787909E-02    9.9787909E-02
    1.2150000E+01    9.9789305E-02    9.9789305E-02
    1.2330000E+01    9.9790655E-02    9.9790655E-02
    1.2510000E+01    9.9011632E-02    9.9011632E-02
    1.2690000E+01    9.9011616E-02    9.9011616E-02
    1.2870000E+01    9.9011568E-02    9.9011568E-02
    1.3050000E+01    9.9011556E-02    9.9011556E-02
    1.3230000E+01    9.9011573E-02    9.9011573E-02
    1.3410000E+01    9.9011601E-02    9.9011601E-02
    1.3590000E+01    9.9011632E-02    9.9011632E-02
    1.3770000E+01    9.9011662E-02    9.9011662E-02
    1.3950000E+01    9.9011691E-02    9.9011691E-02
    1.4130000E+01    9.9011717E-02    9.9011717E-02
    1.4310000E+01    9.9011739E-02    9.9011739E-02
    1.4490000E+01    9.9011758E-02    9.9011758E-02
    1.4670000E+01    9.9011773E-02    9.9011773E-02
    1.4850000E+01    9.9011785E-02    9.9011785E-02
    1.5030000E+01    9.9011795E-02    9.9011795E-02
    1.5210000E+01    9.9011804E-02    9.9011804E-02
    1.5390000E+01    9.9011812E-02    9.9011812E-02
    1.5570000E+01    9.9011822E-02    9.9011822E-02
    1.5750000E+01    9.9011835E-02    9.9011835E-02
    1.5930000E+01    9.9011853E-02    9.9011853E-02
    1.6110000E+01    9.9011876E-02    9.9011876E-02
    1.6290000E+01    9.9011908E-02    9.9011908E-02
    1.6470000E+01    9.9011949E-02    9.9011949E-02
    1.6650000E+01    9.9012002E-02    9.9012002E-02
    1.6830000E+01    9.9012068E-02    9.9012068E-02
    1.7010000E+01    9.9012148E-02    9.9012148E-02
    1.7190000E+01    9.9012243E-02    9.9012243E-02
    1.7370000E+01    9.9012355E-02    9.9012355E-02
    1.7550000E+01    9.9012484E-02    9.9012484E-02
    1.7730000E+01    9.9012632E-02    9.9012632E-02
    1.7910000E+01    9.9012797E-02    9.9012797E-02
