# Time          5.0000E+01
    Distance         pH
  9.0000E-02    5.8337E+00
  2.7000E-01    5.8824E+00
  4.5000E-01    5.9206E+00
  6.3000E-01    5.9503E+00
  8.1000E-01    5.9733E+00
  9.9000E-01    5.9909E+00
  1.1700E+00    6.0040E+00
  1.3500E+00    6.0134E+00
  1.5300E+00    6.0196E+00
  1.7100E+00    6.0230E+00
  1.8900E+00    6.0240E+00
  2.0700E+00    6.0245E+00
  2.2500E+00    6.0249E+00
  2.4300E+00    6.0253E+00
  2.6100E+00    6.0257E+00
  2.7900E+00    6.0261E+00
  2.9700E+00    6.0266E+00
  3.1500E+00    6.0271E+00
  3.3300E+00    6.0277E+00
  3.5100E+00    6.0284E+00
  3.6900E+00    6.0292E+00
  3.8700E+00    6.0300E+00
  4.0500E+00    6.0310E+00
  4.2300E+00    6.0321E+00
  4.4100E+00    6.0333E+00
  4.5900E+00    6.0347E+00
  4.7700E+00    6.0362E+00
  4.9500E+00    6.0379E+00
  5.1300E+00    6.0397E+00
  5.3100E+00    6.0418E+00
  5.4900E+00    6.0440E+00
  5.6700E+00    6.0464E+00
  5.8500E+00    6.0491E+00
  6.0300E+00    6.0520E+00
  6.2100E+00    6.0552E+00
  6.3900E+00    6.0587E+00
  6.5700E+00    6.0625E+00
  6.7500E+00    6.0667E+00
  6.9300E+00    6.0712E+00
  7.1100E+00    6.0762E+00
  7.2900E+00    6.0816E+00
  7.4700E+00    6.0876E+00
  7.6500E+00    6.0941E+00
  7.8300E+00    6.1012E+00
  8.0100E+00    6.1090E+00
  8.1900E+00    6.1177E+00
  8.3700E+00    6.1264E+00
  8.5500E+00    6.1349E+00
  8.7300E+00    6.1432E+00
  8.9100E+00    6.1513E+00
  9.0900E+00    6.1591E+00
  9.2700E+00    6.1669E+00
  9.4500E+00    6.1744E+00
  9.6300E+00    6.1817E+00
  9.8100E+00    6.1889E+00
  9.9900E+00    6.1960E+00
  1.0170E+01    6.2028E+00
  1.0350E+01    6.2096E+00
  1.0530E+01    6.2161E+00
  1.0710E+01    6.2226E+00
  1.0890E+01    6.2288E+00
  1.1070E+01    6.2350E+00
  1.1250E+01    6.2409E+00
  1.1430E+01    6.2468E+00
  1.1610E+01    6.2525E+00
  1.1790E+01    6.2581E+00
  1.1970E+01    6.2635E+00
  1.2150E+01    6.2688E+00
  1.2330E+01    6.2739E+00
  1.2510E+01    6.2771E+00
  1.2690E+01    6.2803E+00
  1.2870E+01    6.2834E+00
  1.3050E+01    6.2865E+00
  1.3230E+01    6.2896E+00
  1.3410E+01    6.2926E+00
  1.3590E+01    6.2957E+00
  1.3770E+01    6.2986E+00
  1.3950E+01    6.3016E+00
  1.4130E+01    6.3045E+00
  1.4310E+01    6.3074E+00
  1.4490E+01    6.3102E+00
  1.4670E+01    6.3131E+00
  1.4850E+01    6.3158E+00
  1.5030E+01    6.3186E+00
  1.5210E+01    6.3213E+00
  1.5390E+01    6.3240E+00
  1.5570E+01    6.3266E+00
  1.5750E+01    6.3292E+00
  1.5930E+01    6.3318E+00
  1.6110E+01    6.3343E+00
  1.6290E+01    6.3368E+00
  1.6470E+01    6.3393E+00
  1.6650E+01    6.3417E+00
  1.6830E+01    6.3440E+00
  1.7010E+01    6.3464E+00
  1.7190E+01    6.3486E+00
  1.7370E+01    6.3508E+00
  1.7550E+01    6.3530E+00
  1.7730E+01    6.3551E+00
  1.7910E+01    6.3571E+00
