# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    1.3177251E-01    1.1844307E-05
    2.7000000E-01    1.0124758E-02    1.7712166E-05
    4.5000000E-01    1.3214677E-03    2.1494285E-05
    6.3000000E-01    6.6783143E-04    2.3451174E-05
    8.1000000E-01    6.1810395E-04    2.4198020E-05
    9.9000000E-01    6.1428201E-04    2.4276812E-05
    1.1700000E+00    6.1401649E-04    2.4043645E-05
    1.3500000E+00    6.1400820E-04    2.3692543E-05
    1.5300000E+00    6.1399362E-04    2.3312525E-05
    1.7100000E+00    6.1395177E-04    2.2936303E-05
    1.8900000E+00    6.1779826E-04    2.2568974E-05
    2.0700000E+00    3.3014243E-02    2.0991413E-05
    2.2500000E+00    3.6125813E-02    2.0128456E-05
    2.4300000E+00    3.6435711E-02    1.9636349E-05
    2.6100000E+00    3.6467635E-02    1.9341214E-05
    2.7900000E+00    3.6470521E-02    1.9152774E-05
    2.9700000E+00    3.6469897E-02    1.9023767E-05
    3.1500000E+00    3.6468591E-02    1.8929153E-05
    3.3300000E+00    3.6467046E-02    1.8855593E-05
    3.5100000E+00    3.6465458E-02    1.8796040E-05
    3.6900000E+00    3.6463999E-02    1.8746926E-05
    3.8700000E+00    3.6462853E-02    1.8706654E-05
    4.0500000E+00    3.6462213E-02    1.8674790E-05
    4.2300000E+00    3.6462284E-02    1.8651613E-05
    4.4100000E+00    3.6463281E-02    1.8637858E-05
    4.5900000E+00    3.6465427E-02    1.8634569E-05
    4.7700000E+00    3.6468949E-02    1.8643006E-05
    4.9500000E+00    3.6474067E-02    1.8664579E-05
    5.1300000E+00    3.6480994E-02    1.8700799E-05
    5.3100000E+00    3.6489921E-02    1.8753235E-05
    5.4900000E+00    3.6501007E-02    1.8823467E-05
    5.6700000E+00    3.6514368E-02    1.8913040E-05
    5.8500000E+00    3.6530067E-02    1.9023411E-05
    6.0300000E+00    3.6548100E-02    1.9155888E-05
    6.2100000E+00    3.6568388E-02    1.9311566E-05
    6.3900000E+00    3.6590772E-02    1.9491253E-05
    6.5700000E+00    3.6615008E-02    1.9695392E-05
    6.7500000E+00    3.6640773E-02    1.9923982E-05
    6.9300000E+00    3.6667673E-02    2.0176493E-05
    7.1100000E+00    3.6695253E-02    2.0451786E-05
    7.2900000E+00    3.6723019E-02    2.0748035E-05
    7.4700000E+00    3.6750460E-02    2.1062664E-05
    7.6500000E+00    3.6777068E-02    2.1392295E-05
    7.8300000E+00    3.6802364E-02    2.1732719E-05
    8.0100000E+00    3.6819506E-02    2.2079325E-05
    8.1900000E+00    7.4765904E-03    2.2949856E-05
    8.3700000E+00    1.9006003E-03    2.3600161E-05
    8.5500000E+00    8.5623296E-04    2.4046745E-05
    8.7300000E+00    6.6351866E-04    2.4327998E-05
    8.9100000E+00    6.2843821E-04    2.4481475E-05
    9.0900000E+00    6.2209475E-04    2.4539839E-05
    9.2700000E+00    6.2091316E-04    2.4530132E-05
    9.4500000E+00    6.2064664E-04    2.4473962E-05
    9.6300000E+00    6.2054154E-04    2.4388036E-05
    9.8100000E+00    6.2046608E-04    2.4284840E-05
    9.9900000E+00    6.2039750E-04    2.4173374E-05
    1.0170000E+01    6.2033188E-04    2.4059861E-05
    1.0350000E+01    6.2026854E-04    2.3948391E-05
    1.0530000E+01    6.2020729E-04    2.3841473E-05
    1.0710000E+01    6.2014806E-04    2.3740486E-05
    1.0890000E+01    6.2009078E-04    2.3646037E-05
    1.1070000E+01    6.2003541E-04    2.3558228E-05
    1.1250000E+01    6.1998189E-04    2.3476852E-05
    1.1430000E+01    6.1993015E-04    2.3401529E-05
    1.1610000E+01    6.1988016E-04    2.3331795E-05
    1.1790000E+01    6.1983186E-04    2.3267161E-05
    1.1970000E+01    6.1978521E-04    2.3207148E-05
    1.2150000E+01    6.1974016E-04    2.3151308E-05
    1.2330000E+01    6.1969735E-04    2.3103083E-05
    1.2510000E+01    6.2389091E-04    2.9737451E-05
    1.2690000E+01    6.2439356E-04    3.3228764E-05
    1.2870000E+01    6.2438787E-04    3.5060004E-05
    1.3050000E+01    6.2431764E-04    3.6027426E-05
    1.3230000E+01    6.2424280E-04    3.6551144E-05
    1.3410000E+01    6.2417114E-04    3.6849377E-05
    1.3590000E+01    6.2410340E-04    3.7033747E-05
    1.3770000E+01    6.2403942E-04    3.7160486E-05
    1.3950000E+01    6.2397892E-04    3.7257498E-05
    1.4130000E+01    6.2392166E-04    3.7338417E-05
    1.4310000E+01    6.2386740E-04    3.7409798E-05
    1.4490000E+01    6.2381593E-04    3.7474736E-05
    1.4670000E+01    6.2376706E-04    3.7534669E-05
    1.4850000E+01    6.2372062E-04    3.7590246E-05
    1.5030000E+01    6.2367645E-04    3.7641759E-05
    1.5210000E+01    6.2363438E-04    3.7689336E-05
    1.5390000E+01    6.2359428E-04    3.7733036E-05
    1.5570000E+01    6.2355600E-04    3.7772892E-05
    1.5750000E+01    6.2351940E-04    3.7808928E-05
    1.5930000E+01    6.2348436E-04    3.7841164E-05
    1.6110000E+01    6.2345074E-04    3.7869623E-05
    1.6290000E+01    6.2341842E-04    3.7894324E-05
    1.6470000E+01    6.2338725E-04    3.7915287E-05
    1.6650000E+01    6.2335711E-04    3.7932527E-05
    1.6830000E+01    6.2332787E-04    3.7946057E-05
    1.7010000E+01    6.2329939E-04    3.7955881E-05
    1.7190000E+01    6.2327155E-04    3.7961995E-05
    1.7370000E+01    6.2324422E-04    3.7964388E-05
    1.7550000E+01    6.2321725E-04    3.7963038E-05
    1.7730000E+01    6.2319052E-04    3.7957909E-05
    1.7910000E+01    6.2316390E-04    3.7948962E-05
