# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    9.0000000E-02    4.7402362E-01    5.7691803E-06
    2.7000000E-01    1.2430918E-01    7.2076930E-06
    4.5000000E-01    3.3621747E-02    8.8243359E-06
    6.3000000E-01    9.5822382E-03    1.0477595E-05
    8.1000000E-01    3.0919579E-03    1.2083061E-05
    9.9000000E-01    1.3081639E-03    1.3587404E-05
    1.1700000E+00    8.0884363E-04    1.4952535E-05
    1.3500000E+00    6.6627204E-04    1.6147653E-05
    1.5300000E+00    6.2454925E-04    1.7145413E-05
    1.7100000E+00    6.1183166E-04    1.7919680E-05
    1.8900000E+00    6.0969494E-04    1.8443864E-05
    2.0700000E+00    2.4765235E-02    1.8481696E-05
    2.2500000E+00    3.2299159E-02    1.8421797E-05
    2.4300000E+00    3.4691714E-02    1.8320417E-05
    2.6100000E+00    3.5459457E-02    1.8197818E-05
    2.7900000E+00    3.5702216E-02    1.8062634E-05
    2.9700000E+00    3.5771551E-02    1.7919529E-05
    3.1500000E+00    3.5782400E-02    1.7771610E-05
    3.3300000E+00    3.5773279E-02    1.7621257E-05
    3.5100000E+00    3.5757511E-02    1.7470450E-05
    3.6900000E+00    3.5739957E-02    1.7320913E-05
    3.8700000E+00    3.5722600E-02    1.7174203E-05
    4.0500000E+00    3.5706442E-02    1.7031767E-05
    4.2300000E+00    3.5692170E-02    1.6894991E-05
    4.4100000E+00    3.5680390E-02    1.6765235E-05
    4.5900000E+00    3.5671711E-02    1.6643863E-05
    4.7700000E+00    3.5666771E-02    1.6532271E-05
    4.9500000E+00    3.5666246E-02    1.6431908E-05
    5.1300000E+00    3.5670845E-02    1.6344295E-05
    5.3100000E+00    3.5681296E-02    1.6271047E-05
    5.4900000E+00    3.5698329E-02    1.6213884E-05
    5.6700000E+00    3.5722658E-02    1.6174654E-05
    5.8500000E+00    3.5754949E-02    1.6155358E-05
    6.0300000E+00    3.5795790E-02    1.6158173E-05
    6.2100000E+00    3.5845660E-02    1.6185497E-05
    6.3900000E+00    3.5904882E-02    1.6240005E-05
    6.5700000E+00    3.5973595E-02    1.6324729E-05
    6.7500000E+00    3.6051709E-02    1.6443177E-05
    6.9300000E+00    3.6138879E-02    1.6599511E-05
    7.1100000E+00    3.6234477E-02    1.6798819E-05
    7.2900000E+00    3.6337583E-02    1.7047466E-05
    7.4700000E+00    3.6446988E-02    1.7353650E-05
    7.6500000E+00    3.6561212E-02    1.7728256E-05
    7.8300000E+00    3.6678539E-02    1.8186117E-05
    8.0100000E+00    3.6794747E-02    1.8748000E-05
    8.1900000E+00    1.9309903E-02    1.9572998E-05
    8.3700000E+00    1.0232120E-02    2.0453100E-05
    8.5500000E+00    5.5352878E-03    2.1343022E-05
    8.7300000E+00    3.1182828E-03    2.2216933E-05
    8.9100000E+00    1.8823781E-03    2.3058998E-05
    9.0900000E+00    1.2547366E-03    2.3859101E-05
    9.2700000E+00    9.3825546E-04    2.4610504E-05
    9.4500000E+00    7.7982120E-04    2.5308572E-05
    9.6300000E+00    7.0107541E-04    2.5950085E-05
    9.8100000E+00    6.6220915E-04    2.6532859E-05
    9.9900000E+00    6.4314931E-04    2.7055549E-05
    1.0170000E+01    6.3385127E-04    2.7517527E-05
    1.0350000E+01    6.2932733E-04    2.7918815E-05
    1.0530000E+01    6.2712007E-04    2.8260025E-05
    1.0710000E+01    6.2602823E-04    2.8542304E-05
    1.0890000E+01    6.2546920E-04    2.8767276E-05
    1.1070000E+01    6.2516273E-04    2.8936980E-05
    1.1250000E+01    6.2497506E-04    2.9053787E-05
    1.1430000E+01    6.2484289E-04    2.9120314E-05
    1.1610000E+01    6.2473653E-04    2.9139322E-05
    1.1790000E+01    6.2464216E-04    2.9113594E-05
    1.1970000E+01    6.2455343E-04    2.9045806E-05
    1.2150000E+01    6.2446744E-04    2.8938360E-05
    1.2330000E+01    6.2438324E-04    2.8793576E-05
    1.2510000E+01    6.2750032E-04    3.0322183E-05
    1.2690000E+01    6.2864963E-04    3.1681106E-05
    1.2870000E+01    6.2892897E-04    3.2879024E-05
    1.3050000E+01    6.2884249E-04    3.3928237E-05
    1.3230000E+01    6.2860982E-04    3.4841188E-05
    1.3410000E+01    6.2832524E-04    3.5630225E-05
    1.3590000E+01    6.2802838E-04    3.6307396E-05
    1.3770000E+01    6.2773531E-04    3.6884284E-05
    1.3950000E+01    6.2745207E-04    3.7371880E-05
    1.4130000E+01    6.2718053E-04    3.7780493E-05
    1.4310000E+01    6.2692087E-04    3.8119682E-05
    1.4490000E+01    6.2667258E-04    3.8398224E-05
    1.4670000E+01    6.2643497E-04    3.8624095E-05
    1.4850000E+01    6.2620729E-04    3.8804483E-05
    1.5030000E+01    6.2598880E-04    3.8945800E-05
    1.5210000E+01    6.2577879E-04    3.9053719E-05
    1.5390000E+01    6.2557663E-04    3.9133216E-05
    1.5570000E+01    6.2538168E-04    3.9188610E-05
    1.5750000E+01    6.2519337E-04    3.9223615E-05
    1.5930000E+01    6.2501111E-04    3.9241390E-05
    1.6110000E+01    6.2483438E-04    3.9244586E-05
    1.6290000E+01    6.2466262E-04    3.9235386E-05
    1.6470000E+01    6.2449531E-04    3.9215551E-05
    1.6650000E+01    6.2433190E-04    3.9186444E-05
    1.6830000E+01    6.2417188E-04    3.9149062E-05
    1.7010000E+01    6.2401468E-04    3.9104043E-05
    1.7190000E+01    6.2385975E-04    3.9051666E-05
    1.7370000E+01    6.2370653E-04    3.8991837E-05
    1.7550000E+01    6.2355442E-04    3.8924048E-05
    1.7730000E+01    6.2340283E-04    3.8847315E-05
    1.7910000E+01    6.2325115E-04    3.8760099E-05
