# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    6.7500000E+00    1.0119177E-01    1.0119177E-01
    6.9300000E+00    1.0118557E-01    1.0118557E-01
    7.1100000E+00    1.0117946E-01    1.0117946E-01
    7.2900000E+00    1.0117339E-01    1.0117339E-01
    7.4700000E+00    1.0116732E-01    1.0116732E-01
    7.6500000E+00    1.0116119E-01    1.0116119E-01
    7.8300000E+00    1.0115492E-01    1.0115492E-01
    8.0100000E+00    1.0114841E-01    1.0114841E-01
    8.1900000E+00    1.0007509E-01    1.0007509E-01
    8.3700000E+00    1.0006490E-01    1.0006490E-01
    8.5500000E+00    1.0005502E-01    1.0005502E-01
    8.7300000E+00    1.0004555E-01    1.0004555E-01
    8.9100000E+00    1.0003649E-01    1.0003649E-01
    9.0900000E+00    1.0002783E-01    1.0002783E-01
    9.2700000E+00    1.0001955E-01    1.0001955E-01
    9.4500000E+00    1.0001165E-01    1.0001165E-01
    9.6300000E+00    1.0000410E-01    1.0000410E-01
    9.8100000E+00    9.9996882E-02    9.9996882E-02
    9.9900000E+00    9.9989985E-02    9.9989985E-02
    1.0170000E+01    9.9983391E-02    9.9983391E-02
    1.0350000E+01    9.9977087E-02    9.9977087E-02
    1.0530000E+01    9.9971059E-02    9.9971059E-02
    1.0710000E+01    9.9965294E-02    9.9965294E-02
    1.0890000E+01    9.9959780E-02    9.9959780E-02
    1.1070000E+01    9.9954506E-02    9.9954506E-02
    1.1250000E+01    9.9949462E-02    9.9949462E-02
    1.1430000E+01    9.9944638E-02    9.9944638E-02
    1.1610000E+01    9.9940026E-02    9.9940026E-02
    1.1790000E+01    9.9935617E-02    9.9935617E-02
    1.1970000E+01    9.9931404E-02    9.9931404E-02
    1.2150000E+01    9.9927381E-02    9.9927381E-02
    1.2330000E+01    9.9923544E-02    9.9923544E-02
    1.2510000E+01    9.9041209E-02    9.9041209E-02
    1.2690000E+01    9.9041986E-02    9.9041986E-02
    1.2870000E+01    9.9041652E-02    9.9041652E-02
    1.3050000E+01    9.9041325E-02    9.9041325E-02
    1.3230000E+01    9.9041008E-02    9.9041008E-02
    1.3410000E+01    9.9040700E-02    9.9040700E-02
    1.3590000E+01    9.9040399E-02    9.9040399E-02
    1.3770000E+01    9.9040103E-02    9.9040103E-02
    1.3950000E+01    9.9039811E-02    9.9039811E-02
    1.4130000E+01    9.9039523E-02    9.9039523E-02
    1.4310000E+01    9.9039239E-02    9.9039239E-02
    1.4490000E+01    9.9038957E-02    9.9038957E-02
    1.4670000E+01    9.9038677E-02    9.9038677E-02
    1.4850000E+01    9.9038399E-02    9.9038399E-02
    1.5030000E+01    9.9038123E-02    9.9038123E-02
    1.5210000E+01    9.9037849E-02    9.9037849E-02
    1.5390000E+01    9.9037578E-02    9.9037578E-02
    1.5570000E+01    9.9037309E-02    9.9037309E-02
    1.5750000E+01    9.9037044E-02    9.9037044E-02
    1.5930000E+01    9.9036783E-02    9.9036783E-02
    1.6110000E+01    9.9036527E-02    9.9036527E-02
    1.6290000E+01    9.9036277E-02    9.9036277E-02
    1.6470000E+01    9.9036035E-02    9.9036035E-02
    1.6650000E+01    9.9035801E-02    9.9035801E-02
    1.6830000E+01    9.9035576E-02    9.9035576E-02
    1.7010000E+01    9.9035362E-02    9.9035362E-02
    1.7190000E+01    9.9035160E-02    9.9035160E-02
    1.7370000E+01    9.9034972E-02    9.9034972E-02
    1.7550000E+01    9.9034799E-02    9.9034799E-02
    1.7730000E+01    9.9034642E-02    9.9034642E-02
    1.7910000E+01    9.9034504E-02    9.9034504E-02
