# Time          5.0000E+01
# Units:           Transport Porosity  Mineral Porosity
    9.0000000E-02    1.0009930E-01    1.0009930E-01
    2.7000000E-01    1.0043753E-01    1.0043753E-01
    4.5000000E-01    1.0042299E-01    1.0042299E-01
    6.3000000E-01    1.0042048E-01    1.0042048E-01
    8.1000000E-01    1.0041222E-01    1.0041222E-01
    9.9000000E-01    1.0040081E-01    1.0040081E-01
    1.1700000E+00    1.0038849E-01    1.0038849E-01
    1.3500000E+00    1.0037628E-01    1.0037628E-01
    1.5300000E+00    1.0036466E-01    1.0036466E-01
    1.7100000E+00    1.0035393E-01    1.0035393E-01
    1.8900000E+00    1.0034438E-01    1.0034438E-01
    2.0700000E+00    1.0143849E-01    1.0143849E-01
    2.2500000E+00    1.0142076E-01    1.0142076E-01
    2.4300000E+00    1.0140769E-01    1.0140769E-01
    2.6100000E+00    1.0139510E-01    1.0139510E-01
    2.7900000E+00    1.0138288E-01    1.0138288E-01
    2.9700000E+00    1.0137103E-01    1.0137103E-01
    3.1500000E+00    1.0135954E-01    1.0135954E-01
    3.3300000E+00    1.0134842E-01    1.0134842E-01
    3.5100000E+00    1.0133766E-01    1.0133766E-01
    3.6900000E+00    1.0132724E-01    1.0132724E-01
    3.8700000E+00    1.0131715E-01    1.0131715E-01
    4.0500000E+00    1.0130738E-01    1.0130738E-01
    4.2300000E+00    1.0129792E-01    1.0129792E-01
    4.4100000E+00    1.0128876E-01    1.0128876E-01
    4.5900000E+00    1.0127988E-01    1.0127988E-01
    4.7700000E+00    1.0127128E-01    1.0127128E-01
    4.9500000E+00    1.0126294E-01    1.0126294E-01
    5.1300000E+00    1.0125486E-01    1.0125486E-01
    5.3100000E+00    1.0124702E-01    1.0124702E-01
    5.4900000E+00    1.0123942E-01    1.0123942E-01
    5.6700000E+00    1.0123204E-01    1.0123204E-01
    5.8500000E+00    1.0122488E-01    1.0122488E-01
    6.0300000E+00    1.0121791E-01    1.0121791E-01
    6.2100000E+00    1.0121113E-01    1.0121113E-01
    6.3900000E+00    1.0120453E-01    1.0120453E-01
    6.5700000E+00    1.0119808E-01    1.0119808E-01
