# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               Li+              Na+              Ca++             K+               Al+++            SiO2(aq)         CO2(aq)          O2(aq)           Methane(aq)      Fe++             Fe+++            HS-              SO4--            Mg++             Cl-              CH2O             Tracer           HCO3-            Al(OH)2+         AlO2-            AlOH++           FeOH+            FeOH++           FeSO4(aq)        FeSO4+           OH-              CO3--            FeCO3(aq)        FeCO3+           FeHCO3+          NaCO3-           NaHCO3(aq)   
    9.0000000E-02    5.8242891E+00   -5.8170128E+00   -3.9999999E+00   -4.8781005E+00   -5.1289794E+00   -5.1682425E+00   -6.8100424E+00   -4.7025912E+00   -2.9287228E+00   -3.4641374E+00   -6.4486747E+00   -7.3111773E+00   -1.4184894E+01   -1.4000000E+01   -1.4000003E+01   -5.3135280E+00   -1.4000000E+01   -3.2720624E+00   -3.0000000E+01   -3.5404408E+00   -6.6157170E+00   -7.9448375E+00   -6.3807697E+00   -1.1008989E+01   -1.0586394E+01   -1.9170600E+01   -2.6548292E+01   -8.6336096E+00   -8.1565916E+00   -1.0663160E+01   -1.2151290E+01   -8.1611725E+00   -1.2393464E+01   -8.1655112E+00
    2.7000000E-01    5.8741823E+00   -5.8663275E+00   -3.9999999E+00   -4.6647322E+00   -4.8713741E+00   -4.9963754E+00   -7.2259602E+00   -4.4392933E+00   -2.9352628E+00   -3.4641836E+00   -6.4486769E+00   -7.2924731E+00   -1.4550175E+01   -1.4000000E+01   -1.4000003E+01   -5.0523624E+00   -1.4000000E+01   -3.2708433E+00   -3.0000000E+01   -3.4964752E+00   -6.9364595E+00   -8.1657937E+00   -6.7495879E+00   -1.0942172E+01   -1.0904576E+01   -1.9156727E+01   -2.6920622E+01   -8.5831051E+00   -8.0609157E+00   -1.0553599E+01   -1.2427932E+01   -8.1008920E+00   -1.2086845E+01   -7.9093980E+00
    4.5000000E-01    5.9184513E+00   -5.9100902E+00   -3.9999999E+00   -4.5337647E+00   -4.7267871E+00   -4.8272119E+00   -7.5327894E+00   -4.2908323E+00   -2.9416157E+00   -3.4642301E+00   -6.4486789E+00   -7.3265774E+00   -1.4678215E+01   -1.4000000E+01   -1.4000003E+01   -4.9093896E+00   -1.4000000E+01   -3.2696275E+00   -3.0000000E+01   -3.4580210E+00   -7.1587846E+00   -8.2995807E+00   -7.0145864E+00   -1.0933569E+01   -1.0990785E+01   -1.9195073E+01   -2.7054838E+01   -8.5382988E+00   -7.9765967E+00   -1.0507614E+01   -1.2477817E+01   -8.0986379E+00   -1.1873689E+01   -7.7410487E+00
    6.3000000E-01    5.9579263E+00   -5.9491196E+00   -3.9999999E+00   -4.4408278E+00   -4.6294536E+00   -4.6802706E+00   -7.7708961E+00   -4.1910110E+00   -2.9477668E+00   -3.4642768E+00   -6.4486807E+00   -7.3856563E+00   -1.4792542E+01   -1.4000000E+01   -1.4000002E+01   -4.8141337E+00   -1.4000000E+01   -3.2684152E+00   -3.0000000E+01   -3.4242216E+00   -7.3214919E+00   -8.3833379E+00   -7.2153597E+00   -1.0954550E+01   -1.1067778E+01   -1.9257895E+01   -2.7174606E+01   -8.4983492E+00   -7.9019132E+00   -1.0495743E+01   -1.2522891E+01   -8.1257660E+00   -1.1707949E+01   -7.6152598E+00
    8.1000000E-01    5.9935080E+00   -5.9843028E+00   -3.9999999E+00   -4.3696616E+00   -4.5569112E+00   -4.5586895E+00   -7.9687602E+00   -4.1177961E+00   -2.9537343E+00   -3.4643237E+00   -6.4486824E+00   -7.4543605E+00   -1.4895684E+01   -1.4000000E+01   -1.4000002E+01   -4.7436472E+00   -1.4000000E+01   -3.2672062E+00   -3.0000000E+01   -3.3941810E+00   -7.4513663E+00   -8.4420490E+00   -7.3795528E+00   -1.0988905E+01   -1.1137249E+01   -1.9329955E+01   -2.7282618E+01   -8.4623418E+00   -7.8350278E+00   -1.0500907E+01   -1.2564008E+01   -8.1660855E+00   -1.1571584E+01   -7.5149025E+00
    9.9000000E-01    6.0259152E+00   -6.0163482E+00   -3.9999999E+00   -4.3125182E+00   -4.4988560E+00   -4.4595660E+00   -8.1396092E+00   -4.0612295E+00   -2.9595433E+00   -3.4643710E+00   -6.4486840E+00   -7.5239216E+00   -1.4989662E+01   -1.4000000E+01   -1.4000002E+01   -4.6875471E+00   -1.4000000E+01   -3.2660006E+00   -3.0000000E+01   -3.3671945E+00   -7.5602821E+00   -8.4861506E+00   -7.5197262E+00   -1.1027180E+01   -1.1200552E+01   -1.9402569E+01   -2.7381021E+01   -8.4295471E+00   -7.7744848E+00   -1.0512969E+01   -1.2601859E+01   -8.2101661E+00   -1.1455432E+01   -7.4315462E+00
    1.1700000E+00    6.0557013E+00   -6.0458016E+00   -3.9999999E+00   -4.2651127E+00   -4.4499595E+00   -4.3786081E+00   -8.2907589E+00   -4.0160005E+00   -2.9652205E+00   -3.4644186E+00   -6.4486854E+00   -7.5899901E+00   -1.5076046E+01   -1.4000000E+01   -1.4000001E+01   -4.6404840E+00   -1.4000000E+01   -3.2647983E+00   -3.0000000E+01   -3.3427275E+00   -7.6545085E+00   -8.5208047E+00   -7.6426794E+00   -1.1064494E+01   -1.1258740E+01   -1.9471451E+01   -2.7471478E+01   -8.3994036E+00   -7.7191724E+00   -1.0526529E+01   -1.2636994E+01   -8.2531545E+00   -1.1354128E+01   -7.3603867E+00
    1.3500000E+00    6.0833002E+00   -6.0730916E+00   -3.9999999E+00   -4.2248328E+00   -4.4073058E+00   -4.3118064E+00   -8.4267943E+00   -3.9789547E+00   -2.9707955E+00   -3.4644665E+00   -6.4486868E+00   -7.6510740E+00   -1.5156080E+01   -1.4000000E+01   -1.4000001E+01   -4.5995380E+00   -1.4000000E+01   -3.2635993E+00   -3.0000000E+01   -3.3203701E+00   -7.7378054E+00   -8.5489038E+00   -7.7525895E+00   -1.1098938E+01   -1.1312648E+01   -1.9535152E+01   -2.7555296E+01   -8.3714721E+00   -7.6682304E+00   -1.0539280E+01   -1.2669861E+01   -8.2931706E+00   -1.1264223E+01   -7.2984132E+00
    1.5300000E+00    6.1090624E+00   -6.0985648E+00   -3.9999999E+00   -4.1899731E+00   -4.3692277E+00   -4.2558966E+00   -8.5508430E+00   -3.9480718E+00   -2.9763031E+00   -3.4645148E+00   -6.4486881E+00   -7.7072113E+00   -1.5230778E+01   -1.4000000E+01   -1.4000001E+01   -4.5630464E+00   -1.4000000E+01   -3.2624036E+00   -3.0000000E+01   -3.2998030E+00   -7.8126301E+00   -8.5722041E+00   -7.8522526E+00   -1.1130212E+01   -1.1362960E+01   -1.9593743E+01   -2.7633536E+01   -8.3453980E+00   -7.6209772E+00   -1.0550608E+01   -1.2700840E+01   -8.3299489E+00   -1.1183343E+01   -7.2436086E+00
    1.7100000E+00    6.1332828E+00   -6.1225133E+00   -3.9999999E+00   -4.1593621E+00   -4.3347206E+00   -4.2083695E+00   -8.6651911E+00   -3.9219824E+00   -2.9817881E+00   -3.4645636E+00   -6.4486893E+00   -7.7590518E+00   -1.5300999E+01   -1.4000000E+01   -1.4000001E+01   -4.5300124E+00   -1.4000000E+01   -3.2612039E+00   -3.0000000E+01   -3.2807729E+00   -7.8807014E+00   -8.5918346E+00   -7.9436736E+00   -1.1158678E+01   -1.1410255E+01   -1.9647895E+01   -2.7707092E+01   -8.3208836E+00   -7.5768561E+00   -1.0560631E+01   -1.2730266E+01   -8.3638971E+00   -1.1109774E+01   -7.1945542E+00
